CIP_Year|CIP_Code|CIP_Title|SOC_Year|SOC_Code|SOC_Title|Education_Requirement|Star_Rating
2020|041001|Real Estate Development.|2018|41-9021|Real Estate Brokers|High school diploma or equivalent|4
2020|041001|Real Estate Development.|2018|41-9022|Real Estate Sales Agents|High school diploma or equivalent|5
2020|049999|Architecture and Related Services, Other.|2018|99-9999|NO MATCH|NULL|NULL
2020|050101|African Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050102|American/United States Studies/Civilization.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050103|Asian Studies/Civilization.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050104|East Asian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050105|Russian, Central European, East European and Eurasian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050106|European Studies/Civilization.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050107|Latin American Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050108|Near and Middle Eastern Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050109|Pacific Area/Pacific Rim Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050110|Russian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050111|Scandinavian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050112|South Asian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050113|Southeast Asian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050114|Western European Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050115|Canadian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050116|Balkans Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050117|Baltic Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050118|Slavic Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050119|Caribbean Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050120|Ural-Altaic and Central Asian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050121|Commonwealth Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050122|Regional Studies (U.S., Canadian, Foreign).|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050123|Chinese Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050124|French Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050125|German Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050126|Italian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050127|Japanese Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050128|Korean Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050129|Polish Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050130|Spanish and Iberian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050131|Tibetan Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050132|Ukraine Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050133|Irish Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050134|Latin American and Caribbean Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050135|Appalachian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050136|Arctic Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050199|Area Studies, Other.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050200|Ethnic Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050201|African-American/Black Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050202|American Indian/Native American Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050203|Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050206|Asian-American Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050207|Womens Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050208|Gay/Lesbian Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050209|Folklore Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050210|Disability Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050211|Deaf Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050211|Deaf Studies.|2018|27-3091|Interpreters and Translators|Bachelors degree|4
2020|050212|Comparative Group Studies.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|050299|Ethnic, Cultural Minority, Gender, and Group Studies, Other.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|059999|Area, Ethnic, Cultural, Gender, and Group Studies, Other.|2018|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|NULL|NULL
2020|090100|Communication, General.|2018|11-2032|Public Relations Managers|NULL|NULL
2020|090100|Communication, General.|2018|11-2033|Fundraising Managers|NULL|NULL
2020|090100|Communication, General.|2018|13-1131|Fundraisers|NULL|NULL
2020|090100|Communication, General.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090100|Communication, General.|2018|27-3011|Broadcast Announcers and Radio Disc Jockeys|NULL|NULL
2020|090100|Communication, General.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090100|Communication, General.|2018|27-3031|Public Relations Specialists|Bachelors degree|4
2020|090100|Communication, General.|2018|27-3041|Editors|Bachelors degree|4
2020|090100|Communication, General.|2018|27-3043|Writers and Authors|NULL|NULL
2020|090101|Speech Communication and Rhetoric.|2018|11-2032|Public Relations Managers|NULL|NULL
2020|090101|Speech Communication and Rhetoric.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090101|Speech Communication and Rhetoric.|2018|27-3011|Broadcast Announcers and Radio Disc Jockeys|NULL|NULL
2020|090101|Speech Communication and Rhetoric.|2018|27-3031|Public Relations Specialists|Bachelors degree|4
2020|090101|Speech Communication and Rhetoric.|2018|27-3043|Writers and Authors|NULL|NULL
2020|090101|Speech Communication and Rhetoric.|2018|27-3099|Media and Communication Workers, All Other|NULL|NULL
2020|090102|Mass Communication/Media Studies.|2018|11-2032|Public Relations Managers|NULL|NULL
2020|090102|Mass Communication/Media Studies.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090102|Mass Communication/Media Studies.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090102|Mass Communication/Media Studies.|2018|27-3041|Editors|Bachelors degree|4
2020|090102|Mass Communication/Media Studies.|2018|27-3043|Writers and Authors|NULL|NULL
2020|090199|Communication and Media Studies, Other.|2018|99-9999|NO MATCH|NULL|NULL
2020|090401|Journalism.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090401|Journalism.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090401|Journalism.|2018|27-3041|Editors|Bachelors degree|4
2020|090401|Journalism.|2018|27-3043|Writers and Authors|NULL|NULL
2020|090401|Journalism.|2018|43-9081|Proofreaders and Copy Markers|NULL|NULL
2020|090402|Broadcast Journalism.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090402|Broadcast Journalism.|2018|27-3011|Broadcast Announcers and Radio Disc Jockeys|NULL|NULL
2020|090402|Broadcast Journalism.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090402|Broadcast Journalism.|2018|27-3041|Editors|Bachelors degree|4
2020|090402|Broadcast Journalism.|2018|27-3043|Writers and Authors|NULL|NULL
2020|090404|Photojournalism.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090404|Photojournalism.|2018|27-4021|Photographers|NULL|NULL
2020|090404|Photojournalism.|2018|27-4032|Film and Video Editors|NULL|NULL
2020|090405|Business and Economic Journalism.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090405|Business and Economic Journalism.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090406|Cultural Journalism.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090406|Cultural Journalism.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090407|Science/Health/Environmental Journalism.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090407|Science/Health/Environmental Journalism.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090499|Journalism, Other.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090499|Journalism, Other.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090701|Radio and Television.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090701|Radio and Television.|2018|27-2012|Producers and Directors|NULL|NULL
2020|090701|Radio and Television.|2018|27-3011|Broadcast Announcers and Radio Disc Jockeys|NULL|NULL
2020|090701|Radio and Television.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090701|Radio and Television.|2018|27-4032|Film and Video Editors|NULL|NULL
2020|090702|Digital Communication and Media/Multimedia.|2018|11-9199|Managers, All Other|NULL|NULL
2020|090702|Digital Communication and Media/Multimedia.|2018|15-1255|Web and Digital Interface Designers|NULL|NULL
2020|090702|Digital Communication and Media/Multimedia.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090702|Digital Communication and Media/Multimedia.|2018|27-3099|Media and Communication Workers, All Other|NULL|NULL
2020|090799|Radio, Television, and Digital Communication, Other.|2018|99-9999|NO MATCH|NULL|NULL
2020|090900|Public Relations, Advertising, and Applied Communication.|2018|11-2011|Advertising and Promotions Managers|NULL|NULL
2020|090900|Public Relations, Advertising, and Applied Communication.|2018|11-2032|Public Relations Managers|NULL|NULL
2020|090900|Public Relations, Advertising, and Applied Communication.|2018|11-2033|Fundraising Managers|NULL|NULL
2020|090900|Public Relations, Advertising, and Applied Communication.|2018|13-1131|Fundraisers|NULL|NULL
2020|090900|Public Relations, Advertising, and Applied Communication.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090900|Public Relations, Advertising, and Applied Communication.|2018|27-3031|Public Relations Specialists|Bachelors degree|4
2020|090901|Organizational Communication, General.|2018|11-3121|Human Resources Managers|Bachelors degree|5
2020|090901|Organizational Communication, General.|2018|11-3131|Training and Development Managers|Bachelors degree|4
2020|090901|Organizational Communication, General.|2018|13-1151|Training and Development Specialists|Bachelors degree|4
2020|090902|Public Relations/Image Management.|2018|11-2011|Advertising and Promotions Managers|NULL|NULL
2020|090902|Public Relations/Image Management.|2018|11-2032|Public Relations Managers|NULL|NULL
2020|090902|Public Relations/Image Management.|2018|11-2033|Fundraising Managers|NULL|NULL
2020|090902|Public Relations/Image Management.|2018|13-1131|Fundraisers|NULL|NULL
2020|090902|Public Relations/Image Management.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090902|Public Relations/Image Management.|2018|27-3031|Public Relations Specialists|Bachelors degree|4
2020|090903|Advertising.|2018|11-2011|Advertising and Promotions Managers|NULL|NULL
2020|090903|Advertising.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090904|Political Communication.|2018|11-2032|Public Relations Managers|NULL|NULL
2020|090904|Political Communication.|2018|13-1131|Fundraisers|NULL|NULL
2020|090904|Political Communication.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090904|Political Communication.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090904|Political Communication.|2018|27-3031|Public Relations Specialists|Bachelors degree|4
2020|090905|Health Communication.|2018|21-1091|Health Education Specialists|Bachelors degree|4
2020|090905|Health Communication.|2018|21-1094|Community Health Workers|High school diploma or equivalent|4
2020|090905|Health Communication.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090905|Health Communication.|2018|27-3031|Public Relations Specialists|Bachelors degree|4
2020|090906|Sports Communication.|2018|13-1011|Agents and Business Managers of Artists, Performers, and Athletes|NULL|NULL
2020|090906|Sports Communication.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090906|Sports Communication.|2018|27-2099|Entertainers and Performers, Sports and Related Workers, All Other|NULL|NULL
2020|090906|Sports Communication.|2018|27-3011|Broadcast Announcers and Radio Disc Jockeys|NULL|NULL
2020|090906|Sports Communication.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090906|Sports Communication.|2018|27-3031|Public Relations Specialists|Bachelors degree|4
2020|090907|International and Intercultural Communication.|2018|11-2032|Public Relations Managers|NULL|NULL
2020|090907|International and Intercultural Communication.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090907|International and Intercultural Communication.|2018|27-3023|News Analysts, Reporters, and Journalists|NULL|NULL
2020|090907|International and Intercultural Communication.|2018|27-3031|Public Relations Specialists|Bachelors degree|4
2020|090908|Technical and Scientific Communication.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|090908|Technical and Scientific Communication.|2018|27-3041|Editors|Bachelors degree|4
2020|090908|Technical and Scientific Communication.|2018|27-3042|Technical Writers|Bachelors degree|5
2020|090909|Communication Management and Strategic Communications.|2018|11-2032|Public Relations Managers|NULL|NULL
2020|090909|Communication Management and Strategic Communications.|2018|11-2033|Fundraising Managers|NULL|NULL
2020|090999|Public Relations, Advertising, and Applied Communication, Other.|2018|99-9999|NO MATCH|NULL|NULL
2020|091001|Publishing.|2018|27-3041|Editors|Bachelors degree|4
2020|099999|Communication, Journalism, and Related Programs, Other.|2018|25-1122|Communications Teachers, Postsecondary|Doctoral or professional degree|4
2020|099999|Communication, Journalism, and Related Programs, Other.|2018|27-3041|Editors|Bachelors degree|4
2020|099999|Communication, Journalism, and Related Programs, Other.|2018|27-3043|Writers and Authors|NULL|NULL
2020|100105|Communications Technology/Technician.|2018|27-3099|Media and Communication Workers, All Other|NULL|NULL
2020|100105|Communications Technology/Technician.|2018|27-4012|Broadcast Technicians|NULL|NULL
2020|100105|Communications Technology/Technician.|2018|27-4014|Sound Engineering Technicians|NULL|NULL
2020|100105|Communications Technology/Technician.|2018|27-4032|Film and Video Editors|NULL|NULL
2020|100201|Photographic and Film/Video Technology/Technician.|2018|27-4011|Audio and Video Technicians|NULL|NULL
2020|100201|Photographic and Film/Video Technology/Technician.|2018|27-4015|Lighting Technicians|NULL|NULL
2020|100202|Radio and Television Broadcasting Technology/Technician.|2018|27-4012|Broadcast Technicians|NULL|NULL
2020|100202|Radio and Television Broadcasting Technology/Technician.|2018|27-4015|Lighting Technicians|NULL|NULL
2020|100202|Radio and Television Broadcasting Technology/Technician.|2018|27-4031|Camera Operators, Television, Video, and Film|NULL|NULL
2020|100202|Radio and Television Broadcasting Technology/Technician.|2018|27-4032|Film and Video Editors|NULL|NULL
2020|100203|Recording Arts Technology/Technician.|2018|27-2091|Disc Jockeys, Except Radio|NULL|NULL
2020|100203|Recording Arts Technology/Technician.|2018|27-4011|Audio and Video Technicians|NULL|NULL
2020|100203|Recording Arts Technology/Technician.|2018|27-4014|Sound Engineering Technicians|NULL|NULL
2020|100204|Voice Writing Technology/Technician.|2018|27-3092|Court Reporters and Simultaneous Captioners|NULL|NULL
2020|100299|Audiovisual Communications Technologies/Technicians, Other.|2018|27-4012|Broadcast Technicians|NULL|NULL
2020|100299|Audiovisual Communications Technologies/Technicians, Other.|2018|27-4031|Camera Operators, Television, Video, and Film|NULL|NULL
2020|100299|Audiovisual Communications Technologies/Technicians, Other.|2018|27-4032|Film and Video Editors|NULL|NULL
2020|100301|Graphic Communications, General.|2018|51-5111|Prepress Technicians and Workers|NULL|NULL
2020|100302|Printing Management.|2018|51-5111|Prepress Technicians and Workers|NULL|NULL
2020|100302|Printing Management.|2018|51-5112|Printing Press Operators|NULL|NULL
2020|100303|Prepress/Desktop Publishing and Digital Imaging Design.|2018|43-9031|Desktop Publishers|NULL|NULL
2020|100303|Prepress/Desktop Publishing and Digital Imaging Design.|2018|51-5111|Prepress Technicians and Workers|NULL|NULL
2020|100304|Animation, Interactive Technology, Video Graphics, and Special Effects.|2018|27-1014|Special Effects Artists and Animators|Bachelors degree|4
2020|100305|Graphic and Printing Equipment Operator, General Production.|2018|43-9021|Data Entry Keyers|NULL|NULL
2020|100305|Graphic and Printing Equipment Operator, General Production.|2018|51-5111|Prepress Technicians and Workers|NULL|NULL
2020|100305|Graphic and Printing Equipment Operator, General Production.|2018|51-5112|Printing Press Operators|NULL|NULL
2020|100306|Platemaker/Imager.|2018|51-5111|Prepress Technicians and Workers|NULL|NULL
2020|100307|Printing Press Operator.|2018|51-5111|Prepress Technicians and Workers|NULL|NULL
2020|100307|Printing Press Operator.|2018|51-5112|Printing Press Operators|NULL|NULL
2020|100308|Computer Typography and Composition Equipment Operator.|2018|43-9031|Desktop Publishers|NULL|NULL
2020|100308|Computer Typography and Composition Equipment Operator.|2018|51-5111|Prepress Technicians and Workers|NULL|NULL
2020|100399|Graphic Communications, Other.|2018|51-5111|Prepress Technicians and Workers|NULL|NULL
2020|100399|Graphic Communications, Other.|2018|51-5112|Printing Press Operators|NULL|NULL
2020|100399|Graphic Communications, Other.|2018|51-9194|Etchers and Engravers|NULL|NULL
2020|109999|Communications Technologies/Technicians and Support Services, Other.|2018|99-9999|NO MATCH|NULL|NULL
2020|110101|Computer and Information Sciences, General.|2018|11-3021|Computer and Information Systems Managers|Bachelors degree|5
2020|110101|Computer and Information Sciences, General.|2018|15-1211|Computer Systems Analysts|NULL|NULL
2020|110101|Computer and Information Sciences, General.|2018|15-1221|Computer and Information Research Scientists|NULL|NULL
2020|110101|Computer and Information Sciences, General.|2018|15-1241|Computer Network Architects|NULL|NULL
2020|110101|Computer and Information Sciences, General.|2018|15-1242|Database Administrators|NULL|NULL
2020|110101|Computer and Information Sciences, General.|2018|15-1243|Database Architects|NULL|NULL
2020|110101|Computer and Information Sciences, General.|2018|15-1244|Network and Computer Systems Administrators|NULL|NULL
2020|110101|Computer and Information Sciences, General.|2018|15-1253|Software Quality Assurance Analysts and Testers|NULL|NULL
2020|110101|Computer and Information Sciences, General.|2018|15-1255|Web and Digital Interface Designers|NULL|NULL
2020|110101|Computer and Information Sciences, General.|2018|15-1299|Computer Occupations, All Other|NULL|NULL
2020|110101|Computer and Information Sciences, General.|2018|25-1021|Computer Science Teachers, Postsecondary|Doctoral or professional degree|4
2020|110102|Artificial Intelligence.|2018|15-1221|Computer and Information Research Scientists|NULL|NULL
2020|110102|Artificial Intelligence.|2018|15-1252|Software Developers|NULL|NULL
2020|110102|Artificial Intelligence.|2018|15-2051|Data Scientists|NULL|NULL
2020|110102|Artificial Intelligence.|2018|25-1021|Computer Science Teachers, Postsecondary|Doctoral or professional degree|4
2020|110103|Information Technology.|2018|11-3021|Computer and Information Systems Managers|Bachelors degree|5
2020|110103|Information Technology.|2018|15-1211|Computer Systems Analysts|NULL|NULL
2020|110103|Information Technology.|2018|15-1212|Information Security Analysts|NULL|NULL
2020|110103|Information Technology.|2018|15-1221|Computer and Information Research Scientists|NULL|NULL
2020|110103|Information Technology.|2018|15-1241|Computer Network Architects|NULL|NULL
2020|110103|Information Technology.|2018|15-1243|Database Architects|NULL|NULL
2020|110103|Information Technology.|2018|15-1252|Software Developers|NULL|NULL
2020|110103|Information Technology.|2018|15-1253|Software Quality Assurance Analysts and Testers|NULL|NULL
2020|110103|Information Technology.|2018|15-2051|Data Scientists|NULL|NULL
2020|110104|Informatics.|2018|15-1221|Computer and Information Research Scientists|NULL|NULL
2020|110104|Informatics.|2018|15-1252|Software Developers|NULL|NULL
2020|110104|Informatics.|2018|15-1253|Software Quality Assurance Analysts and Testers|NULL|NULL
2020|110104|Informatics.|2018|15-1255|Web and Digital Interface Designers|NULL|NULL
2020|110105|Human-Centered Technology Design.|2018|15-1255|Web and Digital Interface Designers|NULL|NULL
2020|110199|Computer and Information Sciences,  Other.|2018|15-1221|Computer and Information Research Scientists|NULL|NULL
2020|110199|Computer and Information Sciences,  Other.|2018|25-1021|Computer Science Teachers, Postsecondary|Doctoral or professional degree|4
2020|110201|Computer Programming/Programmer, General.|2018|15-1231|Computer Network Support Specialists|NULL|NULL
2020|110201|Computer Programming/Programmer, General.|2018|15-1251|Computer Programmers|NULL|NULL
2020|110201|Computer Programming/Programmer, General.|2018|15-1252|Software Developers|NULL|NULL
2020|110201|Computer Programming/Programmer, General.|2018|15-1253|Software Quality Assurance Analysts and Testers|NULL|NULL
2020|110201|Computer Programming/Programmer, General.|2018|15-1254|Web Developers|NULL|NULL
2020|110201|Computer Programming/Programmer, General.|2018|15-1255|Web and Digital Interface Designers|NULL|NULL
2020|110201|Computer Programming/Programmer, General.|2018|25-1021|Computer Science Teachers, Postsecondary|Doctoral or professional degree|4
2020|110202|Computer Programming, Specific Applications.|2018|15-1251|Computer Programmers|NULL|NULL
2020|110202|Computer Programming, Specific Applications.|2018|15-1252|Software Developers|NULL|NULL
2020|110202|Computer Programming, Specific Applications.|2018|15-1253|Software Quality Assurance Analysts and Testers|NULL|NULL
2020|110203|Computer Programming, Vendor/Product Certification.|2018|15-1251|Computer Programmers|NULL|NULL
2020|110203|Computer Programming, Vendor/Product Certification.|2018|15-1252|Software Developers|NULL|NULL
2020|110203|Computer Programming, Vendor/Product Certification.|2018|15-1253|Software Quality Assurance Analysts and Testers|NULL|NULL
2020|110204|Computer Game Programming.|2018|15-1251|Computer Programmers|NULL|NULL
2020|110204|Computer Game Programming.|2018|15-1252|Software Developers|NULL|NULL
2020|110204|Computer Game Programming.|2018|15-1253|Software Quality Assurance Analysts and Testers|NULL|NULL
2020|110205|Computer Programming, Specific Platforms.|2018|15-1251|Computer Programmers|NULL|NULL
2020|110205|Computer Programming, Specific Platforms.|2018|15-1252|Software Developers|NULL|NULL
2020|110205|Computer Programming, Specific Platforms.|2018|15-1253|Software Quality Assurance Analysts and Testers|NULL|NULL
2020|110299|Computer Programming, Other.|2018|15-1251|Computer Programmers|NULL|NULL
2020|110301|Data Processing and Data Processing Technology/Technician.|2018|15-1299|Computer Occupations, All Other|NULL|NULL
2020|110401|Information Science/Studies.|2018|11-3021|Computer and Information Systems Managers|Bachelors degree|5
2020|110401|Information Science/Studies.|2018|15-1221|Computer and Information Research Scientists|NULL|NULL
2020|110401|Information Science/Studies.|2018|15-1243|Database Architects|NULL|NULL
2020|110401|Information Science/Studies.|2018|15-1252|Software Developers|NULL|NULL
2020|110401|Information Science/Studies.|2018|15-1255|Web and Digital Interface Designers|NULL|NULL
2020|110401|Information Science/Studies.|2018|15-1299|Computer Occupations, All Other|NULL|NULL
2020|110401|Information Science/Studies.|2018|25-1021|Computer Science Teachers, Postsecondary|Doctoral or professional degree|4
2020|110501|Computer Systems Analysis/Analyst.|2018|15-1211|Computer Systems Analysts|NULL|NULL
2020|110501|Computer Systems Analysis/Analyst.|2018|15-1231|Computer Network Support Specialists|NULL|NULL
2020|110501|Computer Systems Analysis/Analyst.|2018|15-1241|Computer Network Architects|NULL|NULL
2020|110501|Computer Systems Analysis/Analyst.|2018|15-1243|Database Architects|NULL|NULL
2020|110501|Computer Systems Analysis/Analyst.|2018|15-1253|Software Quality Assurance Analysts and Testers|NULL|NULL
2020|110501|Computer Systems Analysis/Analyst.|2018|25-1021|Computer Science Teachers, Postsecondary|Doctoral or professional degree|4
2020|110601|Data Entry/Microcomputer Applications, General.|2018|43-9021|Data Entry Keyers|NULL|NULL
2020|110602|Word Processing.|2018|43-9022|Word Processors and Typists|NULL|NULL
2020|110699|Data Entry/Microcomputer Applications, Other.|2018|99-9999|NO MATCH|NULL|NULL
2020|110701|Computer Science.|2018|11-3021|Computer and Information Systems Managers|Bachelors degree|5
2020|110701|Computer Science.|2018|15-1212|Information Security Analysts|NULL|NULL
2020|110701|Computer Science.|2018|15-1221|Computer and Information Research Scientists|NULL|NULL
2020|110701|Computer Science.|2018|15-1231|Computer Network Support Specialists|NULL|NULL
2020|110701|Computer Science.|2018|15-1243|Database Architects|NULL|NULL
2020|110701|Computer Science.|2018|15-1251|Computer Programmers|NULL|NULL
2020|110701|Computer Science.|2018|15-1252|Software Developers|NULL|NULL
2020|110701|Computer Science.|2018|15-1253|Software Quality Assurance Analysts and Testers|NULL|NULL
2020|110701|Computer Science.|2018|15-1254|Web Developers|NULL|NULL
2020|110701|Computer Science.|2018|15-1255|Web and Digital Interface Designers|NULL|NULL
2020|110701|Computer Science.|2018|15-1299|Computer Occupations, All Other|NULL|NULL
2020|110701|Computer Science.|2018|15-2051|Data Scientists|NULL|NULL
2020|110701|Computer Science.|2018|25-1021|Computer Science Teachers, Postsecondary|Doctoral or professional degree|4
2020|110801|Web Page, Digital/Multimedia and Information Resources Design.|2018|15-1254|Web Developers|NULL|NULL
2020|110801|Web Page, Digital/Multimedia and Information Resources Design.|2018|15-1255|Web and Digital Interface Designers|NULL|NULL
2020|110801|Web Page, Digital/Multimedia and Information Resources Design.|2018|25-1194|Career/Technical Education Teachers, Postsecondary|Bachelors degree|4
2020|110801|Web Page, Digital/Multimedia and Information Resources Design.|2018|27-1014|Special Effects Artists and Animators|Bachelors degree|4
2020|110801|Web Page, Digital/Multimedia and Information Resources Design.|2018|27-1024|Graphic Designers|NULL|NULL
2020|110802|Data Modeling/Warehousing and Database Administration.|2018|11-3021|Computer and Information Systems Managers|Bachelors degree|5
2020|110802|Data Modeling/Warehousing and Database Administration.|2018|15-1242|Database Administrators|NULL|NULL
2020|110802|Data Modeling/Warehousing and Database Administration.|2018|15-1243|Database Architects|NULL|NULL
2020|110802|Data Modeling/Warehousing and Database Administration.|2018|15-2051|Data Scientists|NULL|NULL
2020|110802|Data Modeling/Warehousing and Database Administration.|2018|25-1194|Career/Technical Education Teachers, Postsecondary|Bachelors degree|4
