SOC_Code|SOC_Title|Star_Rating|Education_Value|Area
25-2012|Kindergarten Teachers, Except Special Education|4|Bachelors degree|State of Utah
25-2021|Elementary School Teachers, Except Special Education|4|Bachelors degree|Salt Lake
25-2021|Elementary School Teachers, Except Special Education|5|Bachelors degree|Eastern
25-2021|Elementary School Teachers, Except Special Education|5|Bachelors degree|Central-Southwest
25-2021|Elementary School Teachers, Except Special Education|5|Bachelors degree|State of Utah
25-2021|Elementary School Teachers, Except Special Education|5|Bachelors degree|Ogden-Clearfield
25-2021|Elementary School Teachers, Except Special Education|5|Bachelors degree|Cache County
25-2021|Elementary School Teachers, Except Special Education|5|Bachelors degree|Provo-Orem
25-2022|Middle School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Provo-Orem
25-2022|Middle School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Ogden-Clearfield
25-2022|Middle School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|State of Utah
25-2022|Middle School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Central-Southwest
25-2022|Middle School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Eastern
25-2022|Middle School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Salt Lake
25-2031|Secondary School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Salt Lake
25-2031|Secondary School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Eastern
25-2031|Secondary School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Central-Southwest
25-2031|Secondary School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Washington County
25-2031|Secondary School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|State of Utah
25-2031|Secondary School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Ogden-Clearfield
25-2031|Secondary School Teachers, Except Special and Career/Technical Education|5|Bachelors degree|Provo-Orem
25-2052|Special Education Teachers, Kindergarten and Elementary School|4|Bachelors degree|State of Utah
25-2052|Special Education Teachers, Kindergarten and Elementary School|4|Bachelors degree|Salt Lake
25-2054|Special Education Teachers, Secondary School|4|Bachelors degree|State of Utah
25-9031|Instructional Coordinators|4|Masters degree|State of Utah
25-9031|Instructional Coordinators|4|Masters degree|Ogden-Clearfield
25-9031|Instructional Coordinators|4|Masters degree|Salt Lake
25-9031|Instructional Coordinators|4|Masters degree|Central-Southwest
25-9031|Instructional Coordinators|4|Masters degree|Provo-Orem
27-1011|Art Directors|4|Bachelors degree|Salt Lake
27-1011|Art Directors|4|Bachelors degree|State of Utah
27-1014|Multimedia Artists and Animators|4|Bachelors degree|State of Utah
27-1014|Multimedia Artists and Animators|4|Bachelors degree|Salt Lake
27-1021|Commercial and Industrial Designers|4|Bachelors degree|Salt Lake
27-1021|Commercial and Industrial Designers|4|Bachelors degree|Ogden-Clearfield
27-1024|Graphic Designers|4|Bachelors degree|Ogden-Clearfield
27-1024|Graphic Designers|4|Bachelors degree|Salt Lake
27-1024|Graphic Designers|4|Bachelors degree|Provo-Orem
27-1024|Graphic Designers|4|Bachelors degree|Cache County
27-1025|Interior Designers|4|Bachelors degree|Salt Lake
27-1025|Interior Designers|4|Bachelors degree|State of Utah
27-2012|Producers and Directors|4|Bachelors degree|Salt Lake
27-3031|Public Relations Specialists|4|Bachelors degree|Eastern
27-3031|Public Relations Specialists|4|Bachelors degree|State of Utah
27-3031|Public Relations Specialists|4|Bachelors degree|Ogden-Clearfield
27-3031|Public Relations Specialists|4|Bachelors degree|Cache County
27-3031|Public Relations Specialists|5|Bachelors degree|Provo-Orem
27-3031|Public Relations Specialists|5|Bachelors degree|Salt Lake
27-3041|Editors|4|Bachelors degree|State of Utah
27-3041|Editors|4|Bachelors degree|Provo-Orem
27-3041|Editors|5|Bachelors degree|Salt Lake
27-3042|Technical Writers|4|Bachelors degree|Ogden-Clearfield
27-3042|Technical Writers|4|Bachelors degree|Provo-Orem
27-3042|Technical Writers|5|Bachelors degree|State of Utah
27-3042|Technical Writers|5|Bachelors degree|Salt Lake
27-3043|Writers and Authors|5|Bachelors degree|Salt Lake
27-3091|Interpreters and Translators|4|Bachelors degree|Salt Lake
27-3091|Interpreters and Translators|4|Bachelors degree|State of Utah
27-4011|Audio and Video Equipment Technicians|4|Postsecondary non-degree award|Ogden-Clearfield
29-1021|Dentists, General|4|Doctoral or professional degree|State of Utah
29-1021|Dentists, General|4|Doctoral or professional degree|Salt Lake
29-1021|Dentists, General|4|Doctoral or professional degree|Provo-Orem
29-1031|Dietitians and Nutritionists|4|Bachelors degree|Salt Lake
29-1031|Dietitians and Nutritionists|4|Bachelors degree|State of Utah
29-1051|Pharmacists|4|Doctoral or professional degree|Salt Lake
29-1051|Pharmacists|4|Doctoral or professional degree|Provo-Orem
29-1051|Pharmacists|4|Doctoral or professional degree|Cache County
29-1051|Pharmacists|5|Doctoral or professional degree|State of Utah
29-1062|Family and General Practitioners|4|Doctoral or professional degree|State of Utah
29-1062|Family and General Practitioners|4|Doctoral or professional degree|Salt Lake
29-1062|Family and General Practitioners|4|Doctoral or professional degree|Provo-Orem
29-1071|Physician Assistants|4|Masters degree|Provo-Orem
29-1071|Physician Assistants|4|Masters degree|Salt Lake
29-1071|Physician Assistants|4|Masters degree|Eastern
29-1071|Physician Assistants|4|Masters degree|Washington County
29-1071|Physician Assistants|4|Masters degree|Ogden-Clearfield
29-1071|Physician Assistants|5|Masters degree|State of Utah
29-1122|Occupational Therapists|4|Masters degree|State of Utah
29-1122|Occupational Therapists|4|Masters degree|Salt Lake
29-1123|Physical Therapists|4|Doctoral or professional degree|Ogden-Clearfield
29-1123|Physical Therapists|4|Doctoral or professional degree|Provo-Orem
29-1123|Physical Therapists|5|Doctoral or professional degree|State of Utah
29-1123|Physical Therapists|5|Doctoral or professional degree|Salt Lake
29-1126|Respiratory Therapists|4|Associates degree|State of Utah
29-1126|Respiratory Therapists|4|Associates degree|Ogden-Clearfield
29-1126|Respiratory Therapists|5|Associates degree|Salt Lake
29-1127|Speech-Language Pathologists|4|Masters degree|Salt Lake
29-1127|Speech-Language Pathologists|5|Masters degree|Ogden-Clearfield
29-1127|Speech-Language Pathologists|5|Masters degree|State of Utah
29-1131|Veterinarians|4|Doctoral or professional degree|Ogden-Clearfield
29-1131|Veterinarians|4|Doctoral or professional degree|Salt Lake
29-1131|Veterinarians|4|Doctoral or professional degree|Provo-Orem
29-1131|Veterinarians|5|Doctoral or professional degree|State of Utah
29-1141|Registered Nurses|5|Bachelors degree|State of Utah
29-1141|Registered Nurses|5|Bachelors degree|Ogden-Clearfield
29-1141|Registered Nurses|5|Bachelors degree|Salt Lake
29-1141|Registered Nurses|5|Bachelors degree|Washington County
29-1141|Registered Nurses|5|Bachelors degree|Eastern
29-1141|Registered Nurses|5|Bachelors degree|Provo-Orem
29-1141|Registered Nurses|5|Bachelors degree|Cache County
29-1171|Nurse Practitioners|4|Masters degree|Provo-Orem
29-1171|Nurse Practitioners|4|Masters degree|Washington County
29-1171|Nurse Practitioners|4|Masters degree|Ogden-Clearfield
29-1171|Nurse Practitioners|5|Masters degree|State of Utah
29-1171|Nurse Practitioners|5|Masters degree|Salt Lake
29-2010|Clinical Laboratory Technologists and Technicians|4|Bachelors degree|Salt Lake
29-2010|Clinical Laboratory Technologists and Technicians|4|Bachelors degree|Eastern
29-2010|Clinical Laboratory Technologists and Technicians|4|Bachelors degree|State of Utah
29-2010|Clinical Laboratory Technologists and Technicians|4|Bachelors degree|Ogden-Clearfield
29-2010|Clinical Laboratory Technologists and Technicians|4|Bachelors degree|Provo-Orem
29-2021|Dental Hygienists|4|Associates degree|Provo-Orem
29-2021|Dental Hygienists|4|Associates degree|Ogden-Clearfield
29-2021|Dental Hygienists|4|Associates degree|Salt Lake
29-2021|Dental Hygienists|5|Associates degree|Washington County
29-2021|Dental Hygienists|5|Associates degree|State of Utah
29-2032|Diagnostic Medical Sonographers|4|Associates degree|State of Utah
29-2032|Diagnostic Medical Sonographers|4|Associates degree|Salt Lake
29-2034|Radiologic Technologists|4|Associates degree|Salt Lake
29-2034|Radiologic Technologists|4|Associates degree|State of Utah
29-2034|Radiologic Technologists|4|Associates degree|Ogden-Clearfield
29-2052|Pharmacy Technicians|4|High school diploma or equivalent|Cache County
29-2055|Surgical Technologists|4|Postsecondary non-degree award|Ogden-Clearfield
29-2055|Surgical Technologists|4|Postsecondary non-degree award|State of Utah
29-2055|Surgical Technologists|4|Postsecondary non-degree award|Salt Lake
29-2055|Surgical Technologists|4|Postsecondary non-degree award|Washington County
29-2061|Licensed Practical and Licensed Vocational Nurses|4|Postsecondary non-degree award|Eastern
29-2061|Licensed Practical and Licensed Vocational Nurses|4|Postsecondary non-degree award|Salt Lake
29-2061|Licensed Practical and Licensed Vocational Nurses|4|Postsecondary non-degree award|State of Utah
29-2061|Licensed Practical and Licensed Vocational Nurses|4|Postsecondary non-degree award|Ogden-Clearfield
29-2061|Licensed Practical and Licensed Vocational Nurses|4|Postsecondary non-degree award|Cache County
29-2061|Licensed Practical and Licensed Vocational Nurses|4|Postsecondary non-degree award|Provo-Orem
29-2061|Licensed Practical and Licensed Vocational Nurses|5|Postsecondary non-degree award|Washington County
29-2071|Medical Records and Health Information Technicians|4|Postsecondary non-degree award|Salt Lake
29-2071|Medical Records and Health Information Technicians|4|Postsecondary non-degree award|State of Utah
31-2021|Physical Therapist Assistants|4|Associates degree|Ogden-Clearfield
31-2021|Physical Therapist Assistants|4|Associates degree|Salt Lake
31-2021|Physical Therapist Assistants|4|Associates degree|Washington County
31-2021|Physical Therapist Assistants|4|Associates degree|Provo-Orem
31-2021|Physical Therapist Assistants|5|Associates degree|State of Utah
33-1012|First-Line Supervisors of Police and Detectives|4|High school diploma or equivalent|State of Utah
33-2011|Firefighters|4|Postsecondary non-degree award|Salt Lake
33-3012|Correctional Officers and Jailers|4|High school diploma or equivalent|Salt Lake
33-3012|Correctional Officers and Jailers|4|High school diploma or equivalent|Central-Southwest
33-3012|Correctional Officers and Jailers|4|High school diploma or equivalent|Eastern
33-3012|Correctional Officers and Jailers|4|High school diploma or equivalent|State of Utah
33-3012|Correctional Officers and Jailers|4|High school diploma or equivalent|Ogden-Clearfield
33-3051|Police and Sheriffs Patrol Officers|4|High school diploma or equivalent|State of Utah
33-3051|Police and Sheriffs Patrol Officers|4|High school diploma or equivalent|Central-Southwest
33-3051|Police and Sheriffs Patrol Officers|4|High school diploma or equivalent|Washington County
33-3051|Police and Sheriffs Patrol Officers|4|High school diploma or equivalent|Provo-Orem
33-3051|Police and Sheriffs Patrol Officers|5|High school diploma or equivalent|Eastern
33-3051|Police and Sheriffs Patrol Officers|5|High school diploma or equivalent|Salt Lake
33-3051|Police and Sheriffs Patrol Officers|5|High school diploma or equivalent|Ogden-Clearfield
35-1011|Chefs and Head Cooks|4|High school diploma or equivalent|State of Utah
35-1011|Chefs and Head Cooks|4|High school diploma or equivalent|Salt Lake
35-1011|Chefs and Head Cooks|4|High school diploma or equivalent|Eastern
35-1011|Chefs and Head Cooks|4|High school diploma or equivalent|Washington County
37-1011|First-Line Supervisors of Housekeeping and Janitorial Workers|4|High school diploma or equivalent|Eastern
37-1011|First-Line Supervisors of Housekeeping and Janitorial Workers|4|High school diploma or equivalent|State of Utah
37-1011|First-Line Supervisors of Housekeeping and Janitorial Workers|4|High school diploma or equivalent|Provo-Orem
37-1012|First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers|4|High school diploma or equivalent|Cache County
37-1012|First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers|4|High school diploma or equivalent|State of Utah
37-1012|First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers|4|High school diploma or equivalent|Eastern
37-1012|First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers|4|High school diploma or equivalent|Salt Lake
37-1012|First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers|5|High school diploma or equivalent|Ogden-Clearfield
37-3013|Tree Trimmers and Pruners|4|High school diploma or equivalent|State of Utah
39-1021|First-Line Supervisors of Personal Service Workers|4|High school diploma or equivalent|Washington County
41-1011|First-Line Supervisors of Retail Sales Workers|4|High school diploma or equivalent|Washington County
41-1011|First-Line Supervisors of Retail Sales Workers|4|High school diploma or equivalent|Cache County
41-1012|First-Line Supervisors of Non-Retail Sales Workers|4|High school diploma or equivalent|Provo-Orem
41-1012|First-Line Supervisors of Non-Retail Sales Workers|4|High school diploma or equivalent|Salt Lake
41-1012|First-Line Supervisors of Non-Retail Sales Workers|5|High school diploma or equivalent|State of Utah
41-2022|Parts Salespersons|4|No formal educational credential|Salt Lake
41-3011|Advertising Sales Agents|4|High school diploma or equivalent|Salt Lake
41-3011|Advertising Sales Agents|4|High school diploma or equivalent|State of Utah
41-3021|Insurance Sales Agents|4|High school diploma or equivalent|Washington County
41-3021|Insurance Sales Agents|4|High school diploma or equivalent|Central-Southwest
41-3021|Insurance Sales Agents|4|High school diploma or equivalent|Cache County
41-3031|Securities, Commodities, and Financial Services Sales Agents|4|Bachelors degree|Provo-Orem
41-3031|Securities, Commodities, and Financial Services Sales Agents|4|Bachelors degree|Ogden-Clearfield
41-3031|Securities, Commodities, and Financial Services Sales Agents|5|Bachelors degree|State of Utah
41-3031|Securities, Commodities, and Financial Services Sales Agents|5|Bachelors degree|Salt Lake
41-4011|Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products|5|Bachelors degree|Salt Lake
41-4011|Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products|5|Bachelors degree|State of Utah
41-4011|Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products|5|Bachelors degree|Provo-Orem
41-4012|Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products|5|High school diploma or equivalent|Provo-Orem
41-4012|Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products|5|High school diploma or equivalent|State of Utah
41-4012|Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products|5|High school diploma or equivalent|Ogden-Clearfield
41-4012|Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products|5|High school diploma or equivalent|Salt Lake
41-4012|Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products|5|High school diploma or equivalent|Central-Southwest
41-4012|Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products|5|High school diploma or equivalent|Eastern
41-9021|Real Estate Brokers|4|High school diploma or equivalent|Salt Lake
41-9021|Real Estate Brokers|4|High school diploma or equivalent|State of Utah
41-9022|Real Estate Sales Agents|4|High school diploma or equivalent|Provo-Orem
41-9022|Real Estate Sales Agents|4|High school diploma or equivalent|Cache County
41-9022|Real Estate Sales Agents|5|High school diploma or equivalent|State of Utah
41-9022|Real Estate Sales Agents|5|High school diploma or equivalent|Salt Lake
41-9022|Real Estate Sales Agents|5|High school diploma or equivalent|Eastern
41-9031|Sales Engineers|4|Bachelors degree|Salt Lake
41-9031|Sales Engineers|4|Bachelors degree|State of Utah
41-9031|Sales Engineers|4|Bachelors degree|Provo-Orem
43-1011|First-Line Supervisors of Office and Administrative Support Workers|4|High school diploma or equivalent|Provo-Orem
43-1011|First-Line Supervisors of Office and Administrative Support Workers|4|High school diploma or equivalent|Cache County
43-1011|First-Line Supervisors of Office and Administrative Support Workers|4|High school diploma or equivalent|State of Utah
43-1011|First-Line Supervisors of Office and Administrative Support Workers|4|High school diploma or equivalent|Ogden-Clearfield
43-1011|First-Line Supervisors of Office and Administrative Support Workers|5|High school diploma or equivalent|Salt Lake
43-3021|Billing and Posting Clerks|4|High school diploma or equivalent|Washington County
43-3031|Bookkeeping, Accounting, and Auditing Clerks|4|Some college, no degree|Central-Southwest
43-3031|Bookkeeping, Accounting, and Auditing Clerks|4|Some college, no degree|Eastern
43-3031|Bookkeeping, Accounting, and Auditing Clerks|4|Some college, no degree|Ogden-Clearfield
43-3031|Bookkeeping, Accounting, and Auditing Clerks|4|Some college, no degree|Cache County
43-3051|Payroll and Timekeeping Clerks|4|High school diploma or equivalent|Ogden-Clearfield
43-3051|Payroll and Timekeeping Clerks|4|High school diploma or equivalent|State of Utah
43-3051|Payroll and Timekeeping Clerks|4|High school diploma or equivalent|Salt Lake
43-3061|Procurement Clerks|4|High school diploma or equivalent|State of Utah
43-4031|Court, Municipal, and License Clerks|4|High school diploma or equivalent|Central-Southwest
43-4061|Eligibility Interviewers, Government Programs|4|High school diploma or equivalent|Central-Southwest
43-4061|Eligibility Interviewers, Government Programs|4|High school diploma or equivalent|Salt Lake
43-4061|Eligibility Interviewers, Government Programs|4|High school diploma or equivalent|State of Utah
43-4061|Eligibility Interviewers, Government Programs|4|High school diploma or equivalent|Ogden-Clearfield
43-4131|Loan Interviewers and Clerks|4|High school diploma or equivalent|Ogden-Clearfield
43-4131|Loan Interviewers and Clerks|4|High school diploma or equivalent|Salt Lake
43-5011|Cargo and Freight Agents|4|High school diploma or equivalent|Provo-Orem
43-5032|Dispatchers, Except Police, Fire, and Ambulance|4|High school diploma or equivalent|Salt Lake
43-5032|Dispatchers, Except Police, Fire, and Ambulance|4|High school diploma or equivalent|Washington County
43-5032|Dispatchers, Except Police, Fire, and Ambulance|4|High school diploma or equivalent|Eastern
43-5032|Dispatchers, Except Police, Fire, and Ambulance|4|High school diploma or equivalent|Ogden-Clearfield
43-5032|Dispatchers, Except Police, Fire, and Ambulance|4|High school diploma or equivalent|State of Utah
43-5052|Postal Service Mail Carriers|4|High school diploma or equivalent|Ogden-Clearfield
43-5052|Postal Service Mail Carriers|4|High school diploma or equivalent|Salt Lake
43-5053|Postal Service Mail Sorters, Processors, and Processing Machine Operators|4|High school diploma or equivalent|Salt Lake
43-5061|Production, Planning, and Expediting Clerks|4|High school diploma or equivalent|Salt Lake
43-5061|Production, Planning, and Expediting Clerks|4|High school diploma or equivalent|Ogden-Clearfield
43-5061|Production, Planning, and Expediting Clerks|4|High school diploma or equivalent|Provo-Orem
43-5061|Production, Planning, and Expediting Clerks|4|High school diploma or equivalent|Cache County
43-6011|Executive Secretaries and Executive Administrative Assistants|4|High school diploma or equivalent|Ogden-Clearfield
43-6011|Executive Secretaries and Executive Administrative Assistants|4|High school diploma or equivalent|State of Utah
43-6011|Executive Secretaries and Executive Administrative Assistants|4|High school diploma or equivalent|Salt Lake
43-6011|Executive Secretaries and Executive Administrative Assistants|5|High school diploma or equivalent|Provo-Orem
43-9111|Statistical Assistants|4|Bachelors degree|Salt Lake
47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|5|High school diploma or equivalent|Salt Lake
47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|5|High school diploma or equivalent|Eastern
47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|5|High school diploma or equivalent|Washington County
47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|5|High school diploma or equivalent|Central-Southwest
47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|5|High school diploma or equivalent|State of Utah
47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|5|High school diploma or equivalent|Ogden-Clearfield
47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|5|High school diploma or equivalent|Provo-Orem
47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|5|High school diploma or equivalent|Cache County
47-2021|Brickmasons and Blockmasons|4|High school diploma or equivalent|Provo-Orem
47-2021|Brickmasons and Blockmasons|4|High school diploma or equivalent|Ogden-Clearfield
47-2021|Brickmasons and Blockmasons|4|High school diploma or equivalent|State of Utah
47-2021|Brickmasons and Blockmasons|4|High school diploma or equivalent|Salt Lake
47-2022|Stonemasons|4|High school diploma or equivalent|State of Utah
47-2022|Stonemasons|4|High school diploma or equivalent|Ogden-Clearfield
47-2031|Carpenters|4|High school diploma or equivalent|Ogden-Clearfield
47-2031|Carpenters|4|High school diploma or equivalent|State of Utah
47-2031|Carpenters|4|High school diploma or equivalent|Salt Lake
47-2031|Carpenters|4|High school diploma or equivalent|Central-Southwest
47-2031|Carpenters|4|High school diploma or equivalent|Washington County
47-2031|Carpenters|4|High school diploma or equivalent|Provo-Orem
47-2031|Carpenters|4|High school diploma or equivalent|Cache County
47-2044|Tile and Marble Setters|4|No formal educational credential|Cache County
47-2044|Tile and Marble Setters|4|No formal educational credential|Provo-Orem
47-2044|Tile and Marble Setters|4|No formal educational credential|Washington County
47-2044|Tile and Marble Setters|4|No formal educational credential|Salt Lake
47-2044|Tile and Marble Setters|4|No formal educational credential|State of Utah
47-2051|Cement Masons and Concrete Finishers|4|No formal educational credential|State of Utah
47-2051|Cement Masons and Concrete Finishers|4|No formal educational credential|Ogden-Clearfield
47-2051|Cement Masons and Concrete Finishers|4|No formal educational credential|Salt Lake
47-2051|Cement Masons and Concrete Finishers|4|No formal educational credential|Central-Southwest
47-2051|Cement Masons and Concrete Finishers|4|No formal educational credential|Eastern
47-2051|Cement Masons and Concrete Finishers|4|No formal educational credential|Provo-Orem
47-2051|Cement Masons and Concrete Finishers|4|No formal educational credential|Cache County
47-2051|Cement Masons and Concrete Finishers|5|No formal educational credential|Washington County
47-2071|Paving, Surfacing, and Tamping Equipment Operators|4|High school diploma or equivalent|Ogden-Clearfield
47-2073|Operating Engineers and Other Construction Equipment Operators|4|High school diploma or equivalent|Ogden-Clearfield
47-2073|Operating Engineers and Other Construction Equipment Operators|4|High school diploma or equivalent|State of Utah
47-2073|Operating Engineers and Other Construction Equipment Operators|4|High school diploma or equivalent|Eastern
47-2073|Operating Engineers and Other Construction Equipment Operators|4|High school diploma or equivalent|Salt Lake
47-2073|Operating Engineers and Other Construction Equipment Operators|4|High school diploma or equivalent|Cache County
47-2073|Operating Engineers and Other Construction Equipment Operators|4|High school diploma or equivalent|Provo-Orem
47-2073|Operating Engineers and Other Construction Equipment Operators|5|High school diploma or equivalent|Washington County
47-2073|Operating Engineers and Other Construction Equipment Operators|5|High school diploma or equivalent|Central-Southwest
47-2081|Drywall and Ceiling Tile Installers|4|No formal educational credential|Central-Southwest
47-2081|Drywall and Ceiling Tile Installers|4|No formal educational credential|Eastern
47-2081|Drywall and Ceiling Tile Installers|4|No formal educational credential|Salt Lake
47-2081|Drywall and Ceiling Tile Installers|4|No formal educational credential|State of Utah
47-2081|Drywall and Ceiling Tile Installers|4|No formal educational credential|Ogden-Clearfield
47-2081|Drywall and Ceiling Tile Installers|4|No formal educational credential|Provo-Orem
47-2081|Drywall and Ceiling Tile Installers|5|No formal educational credential|Cache County
47-2081|Drywall and Ceiling Tile Installers|5|No formal educational credential|Washington County
47-2082|Tapers|4|No formal educational credential|Ogden-Clearfield
47-2082|Tapers|4|No formal educational credential|State of Utah
47-2111|Electricians|4|High school diploma or equivalent|State of Utah
47-2111|Electricians|4|High school diploma or equivalent|Ogden-Clearfield
47-2111|Electricians|4|High school diploma or equivalent|Central-Southwest
47-2111|Electricians|4|High school diploma or equivalent|Provo-Orem
47-2111|Electricians|5|High school diploma or equivalent|Cache County
47-2111|Electricians|5|High school diploma or equivalent|Washington County
47-2111|Electricians|5|High school diploma or equivalent|Eastern
47-2111|Electricians|5|High school diploma or equivalent|Salt Lake
47-2121|Glaziers|4|High school diploma or equivalent|Salt Lake
47-2121|Glaziers|4|High school diploma or equivalent|State of Utah
47-2141|Painters, Construction and Maintenance|4|No formal educational credential|Ogden-Clearfield
47-2141|Painters, Construction and Maintenance|4|No formal educational credential|Eastern
47-2141|Painters, Construction and Maintenance|4|No formal educational credential|Washington County
47-2141|Painters, Construction and Maintenance|4|No formal educational credential|Central-Southwest
47-2152|Plumbers, Pipefitters, and Steamfitters|4|High school diploma or equivalent|State of Utah
47-2152|Plumbers, Pipefitters, and Steamfitters|5|High school diploma or equivalent|Ogden-Clearfield
47-2152|Plumbers, Pipefitters, and Steamfitters|5|High school diploma or equivalent|Washington County
47-2152|Plumbers, Pipefitters, and Steamfitters|5|High school diploma or equivalent|Salt Lake
47-2152|Plumbers, Pipefitters, and Steamfitters|5|High school diploma or equivalent|Provo-Orem
47-2161|Plasterers and Stucco Masons|4|No formal educational credential|Provo-Orem
47-2161|Plasterers and Stucco Masons|4|No formal educational credential|Ogden-Clearfield
47-2161|Plasterers and Stucco Masons|4|No formal educational credential|State of Utah
47-2171|Reinforcing Iron and Rebar Workers|4|High school diploma or equivalent|State of Utah
47-2181|Roofers|4|No formal educational credential|State of Utah
47-2181|Roofers|4|No formal educational credential|Ogden-Clearfield
47-2181|Roofers|4|No formal educational credential|Salt Lake
47-2181|Roofers|4|No formal educational credential|Washington County
47-2211|Sheet Metal Workers|4|High school diploma or equivalent|Salt Lake
47-2211|Sheet Metal Workers|5|High school diploma or equivalent|Ogden-Clearfield
47-2211|Sheet Metal Workers|5|High school diploma or equivalent|State of Utah
47-2211|Sheet Metal Workers|5|High school diploma or equivalent|Provo-Orem
47-2221|Structural Iron and Steel Workers|4|High school diploma or equivalent|Provo-Orem
47-2221|Structural Iron and Steel Workers|4|High school diploma or equivalent|State of Utah
47-2221|Structural Iron and Steel Workers|4|High school diploma or equivalent|Ogden-Clearfield
47-2221|Structural Iron and Steel Workers|5|High school diploma or equivalent|Salt Lake
47-3013|Helpers--Electricians|4|High school diploma or equivalent|Salt Lake
47-3013|Helpers--Electricians|4|High school diploma or equivalent|State of Utah
47-4011|Construction and Building Inspectors|4|High school diploma or equivalent|Eastern
47-4011|Construction and Building Inspectors|4|High school diploma or equivalent|Provo-Orem
47-4011|Construction and Building Inspectors|5|High school diploma or equivalent|Salt Lake
47-4011|Construction and Building Inspectors|5|High school diploma or equivalent|State of Utah
47-4021|Elevator Installers and Repairers|4|High school diploma or equivalent|State of Utah
47-4041|Hazardous Materials Removal Workers|4|High school diploma or equivalent|State of Utah
47-4041|Hazardous Materials Removal Workers|4|High school diploma or equivalent|Salt Lake
47-4051|Highway Maintenance Workers|4|High school diploma or equivalent|Salt Lake
47-4051|Highway Maintenance Workers|4|High school diploma or equivalent|Eastern
47-4051|Highway Maintenance Workers|4|High school diploma or equivalent|Central-Southwest
47-4051|Highway Maintenance Workers|4|High school diploma or equivalent|State of Utah
47-4051|Highway Maintenance Workers|4|High school diploma or equivalent|Cache County
47-5012|Rotary Drill Operators, Oil and Gas|5|No formal educational credential|Eastern
47-5013|Service Unit Operators, Oil, Gas, and Mining|5|No formal educational credential|Eastern
47-5041|Continuous Mining Machine Operators|4|No formal educational credential|State of Utah
49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|4|High school diploma or equivalent|Washington County
49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|4|High school diploma or equivalent|Cache County
49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|5|High school diploma or equivalent|Provo-Orem
49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|5|High school diploma or equivalent|Central-Southwest
49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|5|High school diploma or equivalent|Eastern
49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|5|High school diploma or equivalent|Salt Lake
49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|5|High school diploma or equivalent|State of Utah
49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|5|High school diploma or equivalent|Ogden-Clearfield
49-2011|Computer, Automated Teller, and Office Machine Repairers|4|Some college, no degree|State of Utah
49-2011|Computer, Automated Teller, and Office Machine Repairers|4|Some college, no degree|Salt Lake
49-2022|Telecommunications Equipment Installers and Repairers, Except Line Installers|4|Postsecondary non-degree award|Salt Lake
49-2022|Telecommunications Equipment Installers and Repairers, Except Line Installers|4|Postsecondary non-degree award|Ogden-Clearfield
49-2022|Telecommunications Equipment Installers and Repairers, Except Line Installers|4|Postsecondary non-degree award|Provo-Orem
49-2022|Telecommunications Equipment Installers and Repairers, Except Line Installers|5|Postsecondary non-degree award|State of Utah
