CIPCode2000|CIPTitle2000|Action|Text change|CIPCode2010|CIPTitle2010
261002|Molecular Pharmacology|No substantive changes|no|261002|Molecular Pharmacology
261003|Neuropharmacology|No substantive changes|no|261003|Neuropharmacology
261004|Toxicology|No substantive changes|no|261004|Toxicology
261005|Molecular Toxicology|No substantive changes|no|261005|Molecular Toxicology
261006|Environmental Toxicology|No substantive changes|no|261006|Environmental Toxicology
261007|Pharmacology and Toxicology|No substantive changes|no|261007|Pharmacology and Toxicology
261099|Pharmacology and Toxicology, Other|No substantive changes|no|261099|Pharmacology and Toxicology, Other
2611|Biomathematics and Bioinformatics|No substantive changes|yes|2611|Biomathematics, Bioinformatics, and Computational Biology
261101|Biometry/Biometrics|No substantive changes|no|261101|Biometry/Biometrics
261102|Biostatistics|No substantive changes|no|261102|Biostatistics
261103|Bioinformatics|No substantive changes|no|261103|Bioinformatics
261199|Biomathematics and Bioinformatics, Other|No substantive changes|yes|261199|Biomathematics, Bioinformatics, and Computational Biology, Other
2612|Biotechnology|No substantive changes|no|2612|Biotechnology
261201|Biotechnology|No substantive changes|no|261201|Biotechnology
2613|Ecology, Evolution, Systematics, and Population Biology|No substantive changes|no|2613|Ecology, Evolution, Systematics, and Population Biology
261301|Ecology|No substantive changes|no|261301|Ecology
261302|Marine Biology and Biological Oceanography|No substantive changes|no|261302|Marine Biology and Biological Oceanography
261303|Evolutionary Biology|No substantive changes|no|261303|Evolutionary Biology
261304|Aquatic Biology/Limnology|No substantive changes|no|261304|Aquatic Biology/Limnology
261305|Environmental Biology|No substantive changes|no|261305|Environmental Biology
261306|Population Biology|No substantive changes|no|261306|Population Biology
261307|Conservation Biology|No substantive changes|no|261307|Conservation Biology
261308|Systematic Biology/Biological Systematics|No substantive changes|no|261308|Systematic Biology/Biological Systematics
261309|Epidemiology|No substantive changes|no|261309|Epidemiology
261399|Ecology, Evolution, Systematics and Population Biology, Other|No substantive changes|no|261399|Ecology, Evolution, Systematics and Population Biology, Other
2699|Biological and Biomedical Sciences, Other|No substantive changes|no|2699|Biological and Biomedical Sciences, Other
269999|Biological and Biomedical Sciences, Other|No substantive changes|no|269999|Biological and Biomedical Sciences, Other
27|MATHEMATICS AND STATISTICS|No substantive changes|no|27|MATHEMATICS AND STATISTICS
2701|Mathematics|No substantive changes|no|2701|Mathematics
270101|Mathematics, General|No substantive changes|no|270101|Mathematics, General
270102|Algebra and Number Theory|No substantive changes|no|270102|Algebra and Number Theory
270103|Analysis and Functional Analysis|No substantive changes|no|270103|Analysis and Functional Analysis
270104|Geometry/Geometric Analysis|No substantive changes|no|270104|Geometry/Geometric Analysis
270105|Topology and Foundations|No substantive changes|no|270105|Topology and Foundations
270199|Mathematics, Other|No substantive changes|no|270199|Mathematics, Other
2703|Applied Mathematics|No substantive changes|no|2703|Applied Mathematics
270301|Applied Mathematics|No substantive changes|yes|270301|Applied Mathematics, General
270303|Computational Mathematics|No substantive changes|no|270303|Computational Mathematics
270399|Applied Mathematics, Other|No substantive changes|no|270399|Applied Mathematics, Other
2705|Statistics|No substantive changes|no|2705|Statistics
270501|Statistics, General|No substantive changes|no|270501|Statistics, General
270502|Mathematical Statistics and Probability|No substantive changes|no|270502|Mathematical Statistics and Probability
270599|Statistics, Other|No substantive changes|no|270599|Statistics, Other
2799|Mathematics and Statistics, Other|No substantive changes|no|2799|Mathematics and Statistics, Other
279999|Mathematics and Statistics, Other|No substantive changes|no|279999|Mathematics and Statistics, Other
28|RESERVE OFFICER TRAINING CORPS (JROTC, ROTC)|No substantive changes|yes|28|MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART
2801|Air Force JROTC/ROTC|No substantive changes|yes|2801|Air Force ROTC, Air Science and Operations
280101|Air Force JROTC/ROTC|No substantive changes|no|280101|Air Force JROTC/ROTC
2803|Army JROTC/ROTC|No substantive changes|yes|2803|Army ROTC, Military Science and Operations
280301|Army JROTC/ROTC|No substantive changes|no|280301|Army JROTC/ROTC
2804|Navy/Marine Corps JROTC/ROTC|No substantive changes|yes|2804|Navy/Marine ROTC, Naval Science and Operations
280401|Navy/Marine Corps JROTC/ROTC|No substantive changes|no|280401|Navy/Marine Corps JROTC/ROTC
29|MILITARY TECHNOLOGIES|No substantive changes|yes|29|MILITARY TECHNOLOGIES AND APPLIED SCIENCES
2901|Military Technologies|Deleted|no|2901|Deleted
290101|Military Technologies|Deleted|no|290101|Deleted, report under 2902, 2903, 2904
30|MULTI/INTERDISCIPLINARY STUDIES|No substantive changes|no|30|MULTI/INTERDISCIPLINARY STUDIES
3001|Biological and Physical Sciences|No substantive changes|no|3001|Biological and Physical Sciences
300101|Biological and Physical Sciences|No substantive changes|no|300101|Biological and Physical Sciences
3005|Peace Studies and Conflict Resolution|No substantive changes|no|3005|Peace Studies and Conflict Resolution
300501|Peace Studies and Conflict Resolution|No substantive changes|no|300501|Peace Studies and Conflict Resolution
3006|Systems Science and Theory|No substantive changes|no|3006|Systems Science and Theory
300601|Systems Science and Theory|No substantive changes|no|300601|Systems Science and Theory
3008|Mathematics and Computer Science|No substantive changes|no|3008|Mathematics and Computer Science
300801|Mathematics and Computer Science|No substantive changes|no|300801|Mathematics and Computer Science
3010|Biopsychology|No substantive changes|no|3010|Biopsychology
301001|Biopsychology|No substantive changes|no|301001|Biopsychology
3011|Gerontology|No substantive changes|no|3011|Gerontology
301101|Gerontology|No substantive changes|no|301101|Gerontology
3012|Historic Preservation and Conservation|No substantive changes|no|3012|Historic Preservation and Conservation
301201|Historic Preservation and Conservation|No substantive changes|no|301201|Historic Preservation and Conservation
301202|Cultural Resource Management and Policy Analysis|No substantive changes|no|301202|Cultural Resource Management and Policy Analysis
301299|Historic Preservation and Conservation, Other|No substantive changes|no|301299|Historic Preservation and Conservation, Other
3013|Medieval and Renaissance Studies|No substantive changes|no|3013|Medieval and Renaissance Studies
301301|Medieval and Renaissance Studies|No substantive changes|yes|301301|Medieval and Renaissance Studies
3014|Museology/Museum Studies|No substantive changes|no|3014|Museology/Museum Studies
301401|Museology/Museum Studies|No substantive changes|no|301401|Museology/Museum Studies
3015|Science, Technology and Society|No substantive changes|no|3015|Science, Technology and Society
301501|Science, Technology and Society|No substantive changes|no|301501|Science, Technology and Society
3016|Accounting and Computer Science|No substantive changes|no|3016|Accounting and Computer Science
301601|Accounting and Computer Science|No substantive changes|no|301601|Accounting and Computer Science
3017|Behavioral Sciences|No substantive changes|no|3017|Behavioral Sciences
301701|Behavioral Sciences|No substantive changes|no|301701|Behavioral Sciences
3018|Natural Sciences|No substantive changes|no|3018|Natural Sciences
301801|Natural Sciences|No substantive changes|no|301801|Natural Sciences
3019|Nutrition Sciences|No substantive changes|no|3019|Nutrition Sciences
301901|Nutrition Sciences|No substantive changes|no|301901|Nutrition Sciences
3020|International/Global Studies|No substantive changes|no|3020|International/Global Studies
302001|International/Global Studies|No substantive changes|no|302001|International/Global Studies
3021|Holocaust and Related Studies|No substantive changes|no|3021|Holocaust and Related Studies
302101|Holocaust and Related Studies|No substantive changes|no|302101|Holocaust and Related Studies
3022|Classical and Ancient Studies|No substantive changes|no|3022|Classical and Ancient Studies
302201|Ancient Studies/Civilization|No substantive changes|no|302201|Ancient Studies/Civilization
302202|Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology|No substantive changes|no|302202|Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology
3023|Intercultural/Multicultural and Diversity Studies|No substantive changes|no|3023|Intercultural/Multicultural and Diversity Studies
302301|Intercultural/Multicultural and Diversity Studies|No substantive changes|no|302301|Intercultural/Multicultural and Diversity Studies
3024|Neuroscience|Deleted|no|3024|Deleted
302401|Neuroscience|Moved to|no|261501|Neuroscience
3025|Cognitive Science|No substantive changes|no|3025|Cognitive Science
302501|Cognitive Science|No substantive changes|no|302501|Cognitive Science
3099|Multi/Interdisciplinary Studies, Other|No substantive changes|no|3099|Multi/Interdisciplinary Studies, Other
309999|Multi-/Interdisciplinary Studies, Other|No substantive changes|no|309999|Multi-/Interdisciplinary Studies, Other
31|PARKS, RECREATION, LEISURE, AND FITNESS STUDIES|No substantive changes|no|31|PARKS, RECREATION, LEISURE, AND FITNESS STUDIES
3101|Parks, Recreation and Leisure Studies|No substantive changes|no|3101|Parks, Recreation and Leisure Studies
310101|Parks, Recreation and Leisure Studies|No substantive changes|no|310101|Parks, Recreation and Leisure Studies
3103|Parks, Recreation and Leisure Facilities Management|No substantive changes|no|3103|Parks, Recreation and Leisure Facilities Management
310301|Parks, Recreation and Leisure Facilities Management|No substantive changes|no|310301|Parks, Recreation and Leisure Facilities Management, General
3105|Health and Physical Education/Fitness|No substantive changes|no|3105|Health and Physical Education/Fitness
310501|Health and Physical Education, General|No substantive changes|no|310501|Health and Physical Education/Fitness, General
310504|Sport and Fitness Administration/Management|No substantive changes|no|310504|Sport and Fitness Administration/Management
310505|Kinesiology and Exercise Science|No substantive changes|no|310505|Kinesiology and Exercise Science
310599|Health and Physical Education/Fitness, Other|No substantive changes|no|310599|Health and Physical Education/Fitness, Other
3199|Parks, Recreation, Leisure, and Fitness Studies, Other|No substantive changes|no|3199|Parks, Recreation, Leisure, and Fitness Studies, Other
319999|Parks, Recreation, Leisure, and Fitness Studies, Other|No substantive changes|no|319999|Parks, Recreation, Leisure, and Fitness Studies, Other
32|BASIC SKILLS|No substantive changes|yes|32|BASIC SKILLS AND DEVELOPMENTAL/REMEDIAL EDUCATION
3201|Basic Skills|No substantive changes|yes|3201|Basic Skills and Developmental/Remedial Education
320101|Basic Skills, General|No substantive changes|yes|320101|Basic Skills and Developmental/Remedial Education, General
320104|Numeracy and Computational Skills|No substantive changes|yes|320104|Developmental/Remedial Mathematics
320105|Job-Seeking/Changing Skills|No substantive changes|no|320105|Job-Seeking/Changing Skills
320107|Career Exploration/Awareness Skills|No substantive changes|no|320107|Career Exploration/Awareness Skills
320108|Literacy and Communication Skills|No substantive changes|yes|320108|Developmental/Remedial English
320109|Second Language Learning|No substantive changes|no|320109|Second Language Learning
320199|Basic Skills, Other|No substantive changes|yes|320199|Basic Skills and Developmental/Remedial Education, Other
33|CITIZENSHIP ACTIVITIES|No substantive changes|no|33|CITIZENSHIP ACTIVITIES
3301|Citizenship Activities|No substantive changes|no|3301|Citizenship Activities
330101|Citizenship Activities, General|No substantive changes|no|330101|Citizenship Activities, General
330102|American Citizenship Education|No substantive changes|no|330102|American Citizenship Education
330103|Community Awareness|No substantive changes|no|330103|Community Awareness
330104|Community Involvement|No substantive changes|no|330104|Community Involvement
330105|Canadian Citizenship Education|No substantive changes|no|330105|Canadian Citizenship Education
330199|Citizenship Activities, Other|No substantive changes|no|330199|Citizenship Activities, Other
34|HEALTH-RELATED KNOWLEDGE AND SKILLS|No substantive changes|no|34|HEALTH-RELATED KNOWLEDGE AND SKILLS
3401|Health-Related Knowledge and Skills|No substantive changes|no|3401|Health-Related Knowledge and Skills
340102|Birthing and Parenting Knowledge and Skills|No substantive changes|no|340102|Birthing and Parenting Knowledge and Skills
340103|Personal Health Improvement and Maintenance|No substantive changes|no|340103|Personal Health Improvement and Maintenance
340104|Addiction Prevention and Treatment|No substantive changes|no|340104|Addiction Prevention and Treatment
340199|Health-Related Knowledge and Skills, Other|No substantive changes|no|340199|Health-Related Knowledge and Skills, Other
35|INTERPERSONAL AND SOCIAL SKILLS|No substantive changes|no|35|INTERPERSONAL AND SOCIAL SKILLS
3501|Interpersonal and Social Skills|No substantive changes|no|3501|Interpersonal and Social Skills
350101|Interpersonal and Social Skills, General|No substantive changes|no|350101|Interpersonal and Social Skills, General
350102|Interpersonal Relationships Skills|No substantive changes|no|350102|Interpersonal Relationships Skills
350103|Business and Social Skills|No substantive changes|no|350103|Business and Social Skills
350199|Interpersonal Social Skills, Other|No substantive changes|no|350199|Interpersonal Social Skills, Other
36|LEISURE AND RECREATIONAL ACTIVITIES|No substantive changes|no|36|LEISURE AND RECREATIONAL ACTIVITIES
3601|Leisure and Recreational Activities|No substantive changes|no|3601|Leisure and Recreational Activities
360101|Leisure and Recreational Activities, General|No substantive changes|no|360101|Leisure and Recreational Activities, General
360102|Handicrafts and Model-Making|No substantive changes|no|360102|Handicrafts and Model-Making
360103|Board, Card and Role-Playing Games|No substantive changes|no|360103|Board, Card and Role-Playing Games
360105|Home Maintenance and Improvement|No substantive changes|no|360105|Home Maintenance and Improvement
360106|Nature Appreciation|No substantive changes|no|360106|Nature Appreciation
360107|Pet Ownership and Care|No substantive changes|no|360107|Pet Ownership and Care
360108|Sports and Exercise|No substantive changes|no|360108|Sports and Exercise
360109|Travel and Exploration|No substantive changes|no|360109|Travel and Exploration
360110|Art|No substantive changes|no|360110|Art
360111|Collecting|No substantive changes|no|360111|Collecting
360112|Cooking and Other Domestic Skills|No substantive changes|no|360112|Cooking and Other Domestic Skills
360113|Computer Games and Programming Skills|No substantive changes|yes|360113|Computer Games and Programming Skills
360114|Dancing|No substantive changes|no|360114|Dancing
360115|Music|No substantive changes|no|360115|Music
360116|Reading|No substantive changes|no|360116|Reading
360117|Theatre/Theater|No substantive changes|no|360117|Theatre/Theater
360118|Writing|No substantive changes|no|360118|Writing
360119|Aircraft Pilot (Private)|No substantive changes|no|360119|Aircraft Pilot (Private)
360199|Leisure and Recreational Activities, Other|No substantive changes|no|360199|Leisure and Recreational Activities, Other
37|PERSONAL AWARENESS AND SELF-IMPROVEMENT|No substantive changes|no|37|PERSONAL AWARENESS AND SELF-IMPROVEMENT
3701|Personal Awareness and Self-Improvement|No substantive changes|no|3701|Personal Awareness and Self-Improvement
370101|Self-Awareness and Personal Assessment|No substantive changes|no|370101|Self-Awareness and Personal Assessment
370102|Stress Management and Coping Skills|No substantive changes|no|370102|Stress Management and Coping Skills
370103|Personal Decision-Making Skills|No substantive changes|no|370103|Personal Decision-Making Skills
370104|Self-Esteem and Values Clarification|No substantive changes|no|370104|Self-Esteem and Values Clarification
370199|Personal Awareness and Self-Improvement, Other|No substantive changes|no|370199|Personal Awareness and Self-Improvement, Other
38|PHILOSOPHY AND RELIGIOUS STUDIES|No substantive changes|no|38|PHILOSOPHY AND RELIGIOUS STUDIES
3801|Philosophy|No substantive changes|no|3801|Philosophy
380101|Philosophy|No substantive changes|no|380101|Philosophy
380102|Logic|No substantive changes|no|380102|Logic
380103|Ethics|No substantive changes|no|380103|Ethics
380199|Philosophy, Other|No substantive changes|no|380199|Philosophy, Other
3802|Religion/Religious Studies|No substantive changes|no|3802|Religion/Religious Studies
380201|Religion/Religious Studies|No substantive changes|no|380201|Religion/Religious Studies
380202|Buddhist Studies|No substantive changes|no|380202|Buddhist Studies
380203|Christian Studies|No substantive changes|no|380203|Christian Studies
380204|Hindu Studies|No substantive changes|no|380204|Hindu Studies
380205|Islamic Studies|No substantive changes|no|380205|Islamic Studies
380206|Jewish/Judaic Studies|No substantive changes|no|380206|Jewish/Judaic Studies
380299|Religion/Religious Studies, Other|No substantive changes|no|380299|Religion/Religious Studies, Other
3899|Philosophy and Religious Studies, Other|No substantive changes|no|3899|Philosophy and Religious Studies, Other
389999|Philosophy and Religious Studies, Other|No substantive changes|no|389999|Philosophy and Religious Studies, Other
39|THEOLOGY AND RELIGIOUS VOCATIONS|No substantive changes|no|39|THEOLOGY AND RELIGIOUS VOCATIONS
3902|Bible/Biblical Studies|No substantive changes|no|3902|Bible/Biblical Studies
390201|Bible/Biblical Studies|No substantive changes|no|390201|Bible/Biblical Studies
3903|Missions/Missionary Studies and Missiology|No substantive changes|no|3903|Missions/Missionary Studies and Missiology
390301|Missions/Missionary Studies and Missiology|No substantive changes|no|390301|Missions/Missionary Studies and Missiology
3904|Religious Education|No substantive changes|no|3904|Religious Education
390401|Religious Education|No substantive changes|no|390401|Religious Education
3905|Religious/Sacred Music|No substantive changes|no|3905|Religious/Sacred Music
390501|Religious/Sacred Music|No substantive changes|no|390501|Religious/Sacred Music
3906|Theological and Ministerial Studies|No substantive changes|no|3906|Theological and Ministerial Studies
390601|Theology/Theological Studies|No substantive changes|no|390601|Theology/Theological Studies
390602|Divinity/Ministry (BD, MDiv)|No substantive changes|no|390602|Divinity/Ministry
390604|Pre-Theology/Pre-Ministerial Studies|No substantive changes|no|390604|Pre-Theology/Pre-Ministerial Studies
390605|Rabbinical Studies (MHL/Rav)|No substantive changes|no|390605|Rabbinical Studies
390606|Talmudic Studies|No substantive changes|no|390606|Talmudic Studies
390699|Theological and Ministerial Studies, Other|No substantive changes|no|390699|Theological and Ministerial Studies, Other
3907|Pastoral Counseling and Specialized Ministries|No substantive changes|no|3907|Pastoral Counseling and Specialized Ministries
390701|Pastoral Studies/Counseling|No substantive changes|no|390701|Pastoral Studies/Counseling
390702|Youth Ministry|No substantive changes|no|390702|Youth Ministry
390799|Pastoral Counseling and Specialized Ministries, Other|No substantive changes|no|390799|Pastoral Counseling and Specialized Ministries, Other
3999|Theology and Religious Vocations, Other|No substantive changes|no|3999|Theology and Religious Vocations, Other
399999|Theology and Religious Vocations, Other|No substantive changes|no|399999|Theology and Religious Vocations, Other
40|PHYSICAL SCIENCES|No substantive changes|no|40|PHYSICAL SCIENCES
4001|Physical Sciences|No substantive changes|no|4001|Physical Sciences
400101|Physical Sciences|No substantive changes|no|400101|Physical Sciences
4002|Astronomy and Astrophysics|No substantive changes|no|4002|Astronomy and Astrophysics
400201|Astronomy|No substantive changes|no|400201|Astronomy
400202|Astrophysics|No substantive changes|no|400202|Astrophysics
400203|Planetary Astronomy and Science|No substantive changes|no|400203|Planetary Astronomy and Science
400299|Astronomy and Astrophysics, Other|No substantive changes|no|400299|Astronomy and Astrophysics, Other
4004|Atmospheric Sciences and Meteorology|No substantive changes|no|4004|Atmospheric Sciences and Meteorology
400401|Atmospheric Sciences and Meteorology, General|No substantive changes|no|400401|Atmospheric Sciences and Meteorology, General
400402|Atmospheric Chemistry and Climatology|No substantive changes|no|400402|Atmospheric Chemistry and Climatology
400403|Atmospheric Physics and Dynamics|No substantive changes|no|400403|Atmospheric Physics and Dynamics
400404|Meteorology|No substantive changes|no|400404|Meteorology
400499|Atmospheric Sciences and Meteorology, Other|No substantive changes|no|400499|Atmospheric Sciences and Meteorology, Other
4005|Chemistry|No substantive changes|no|4005|Chemistry
400501|Chemistry, General|No substantive changes|no|400501|Chemistry, General
400502|Analytical Chemistry|No substantive changes|no|400502|Analytical Chemistry
400503|Inorganic Chemistry|No substantive changes|no|400503|Inorganic Chemistry
400504|Organic Chemistry|No substantive changes|yes|400504|Organic Chemistry
400506|Physical and Theoretical Chemistry|No substantive changes|yes|400506|Physical Chemistry
400507|Polymer Chemistry|No substantive changes|no|400507|Polymer Chemistry
400508|Chemical Physics|No substantive changes|yes|400508|Chemical Physics
400599|Chemistry, Other|No substantive changes|no|400599|Chemistry, Other
4006|Geological and Earth Sciences/Geosciences|No substantive changes|no|4006|Geological and Earth Sciences/Geosciences
400601|Geology/Earth Science, General|No substantive changes|no|400601|Geology/Earth Science, General
400602|Geochemistry|No substantive changes|no|400602|Geochemistry
400603|Geophysics and Seismology|No substantive changes|no|400603|Geophysics and Seismology
400604|Paleontology|No substantive changes|no|400604|Paleontology
400605|Hydrology and Water Resources Science|No substantive changes|no|400605|Hydrology and Water Resources Science
400606|Geochemistry and Petrology|No substantive changes|no|400606|Geochemistry and Petrology
400607|Oceanography, Chemical and Physical|No substantive changes|no|400607|Oceanography, Chemical and Physical
400699|Geological and Earth Sciences/Geosciences, Other|No substantive changes|no|400699|Geological and Earth Sciences/Geosciences, Other
4008|Physics|No substantive changes|no|4008|Physics
400801|Physics, General|No substantive changes|no|400801|Physics, General
400802|Atomic/Molecular Physics|No substantive changes|yes|400802|Atomic/Molecular Physics
400804|Elementary Particle Physics|No substantive changes|no|400804|Elementary Particle Physics
400805|Plasma and High-Temperature Physics|No substantive changes|no|400805|Plasma and High-Temperature Physics
400806|Nuclear Physics|No substantive changes|yes|400806|Nuclear Physics
400807|Optics/Optical Sciences|No substantive changes|no|400807|Optics/Optical Sciences
400808|Solid State and Low-Temperature Physics|No substantive changes|yes|400808|Condensed Matter and Materials Physics
400809|Acoustics|No substantive changes|no|400809|Acoustics
400810|Theoretical and Mathematical Physics|No substantive changes|no|400810|Theoretical and Mathematical Physics
400899|Physics, Other|No substantive changes|no|400899|Physics, Other
4099|Physical Sciences, Other|No substantive changes|no|4099|Physical Sciences, Other
409999|Physical Sciences, Other|No substantive changes|no|409999|Physical Sciences, Other
41|SCIENCE TECHNOLOGIES/TECHNICIANS|No substantive changes|no|41|SCIENCE TECHNOLOGIES/TECHNICIANS
4101|Biology Technician/Biotechnology Laboratory Technician|No substantive changes|no|4101|Biology Technician/Biotechnology Laboratory Technician
410101|Biology Technician/Biotechnology Laboratory Technician|No substantive changes|no|410101|Biology Technician/Biotechnology Laboratory Technician
4102|Nuclear and Industrial Radiologic Technologies/Technicians|No substantive changes|no|4102|Nuclear and Industrial Radiologic Technologies/Technicians
410204|Industrial Radiologic Technology/Technician|No substantive changes|no|410204|Industrial Radiologic Technology/Technician
410205|Nuclear/Nuclear Power Technology/Technician|No substantive changes|no|410205|Nuclear/Nuclear Power Technology/Technician
410299|Nuclear and Industrial Radiologic Technologies/Technicians, Other|No substantive changes|no|410299|Nuclear and Industrial Radiologic Technologies/Technicians, Other
4103|Physical Science Technologies/Technicians|No substantive changes|no|4103|Physical Science Technologies/Technicians
410301|Chemical Technology/Technician|No substantive changes|no|410301|Chemical Technology/Technician
410399|Physical Science Technologies/Technicians, Other|No substantive changes|no|410399|Physical Science Technologies/Technicians, Other
4199|Science Technologies/Technicians, Other|No substantive changes|no|4199|Science Technologies/Technicians, Other
419999|Science Technologies/Technicians, Other|No substantive changes|no|419999|Science Technologies/Technicians, Other
42|PSYCHOLOGY|No substantive changes|no|42|PSYCHOLOGY
4201|Psychology, General|No substantive changes|no|4201|Psychology, General
420101|Psychology, General|No substantive changes|no|420101|Psychology, General
4202|Clinical Psychology|Deleted|no|4202|Deleted
420201|Clinical Psychology|Moved to|no|422801|Clinical Psychology
4203|Cognitive Psychology and Psycholinguistics|Deleted|no|4203|Deleted
420301|Cognitive Psychology and Psycholinguistics|Moved to|no|422701|Cognitive Psychology and Psycholinguistics
4204|Community Psychology|Deleted|no|4204|Deleted
420401|Community Psychology|Moved to|no|422802|Community Psychology
4205|Comparative Psychology|Deleted|no|4205|Deleted
420501|Comparative Psychology|Moved to|no|422702|Comparative Psychology
4206|Counseling Psychology|Deleted|no|4206|Deleted
420601|Counseling Psychology|Moved to|no|422803|Counseling Psychology
4207|Developmental and Child Psychology|Deleted|no|4207|Deleted
420701|Developmental and Child Psychology|Moved to|no|422703|Developmental and Child Psychology
4208|Experimental Psychology|Deleted|no|4208|Deleted
420801|Experimental Psychology|Moved to|no|422704|Experimental Psychology
4209|Industrial and Organizational Psychology|Deleted|no|4209|Deleted
420901|Industrial and Organizational Psychology|Moved to|no|422804|Industrial and Organizational Psychology
4210|Personality Psychology|Deleted|no|4210|Deleted
421001|Personality Psychology|Moved to|no|422705|Personality Psychology
4211|Physiological Psychology/Psychobiology|Deleted|no|4211|Deleted
421101|Physiological Psychology/Psychobiology|Moved to|no|422706|Physiological Psychology/Psychobiology
4216|Social Psychology|Deleted|no|4216|Deleted
421601|Social Psychology|Moved to|no|422707|Social Psychology
4217|School Psychology|Deleted|no|4217|Deleted
421701|School Psychology|Moved to|no|422805|School Psychology
4218|Educational Psychology|Deleted|no|4218|Deleted
421801|Educational Psychology|Moved to|no|422806|Educational Psychology
4219|Psychometrics and Quantitative Psychology|Deleted|no|4219|Deleted
421901|Psychometrics and Quantitative Psychology|Moved to|no|422708|Psychometrics and Quantitative Psychology
4220|Clinical Child Psychology|Deleted|no|4220|Deleted
422001|Clinical Child Psychology|Moved to|no|422807|Clinical Child Psychology
4221|Environmental Psychology|Deleted|no|4221|Deleted
422101|Environmental Psychology|Moved to|no|422808|Environmental Psychology
4222|Geropsychology|Deleted|no|4222|Deleted
422201|Geropsychology|Moved to|no|422809|Geropsychology
4223|Health Psychology|Deleted|no|4223|Deleted
422301|Health/Medical Psychology|Moved to|no|422810|Health/Medical Psychology
4224|Psychopharmacology|Deleted|no|4224|Deleted
422401|Psychopharmacology|Moved to|no|422709|Psychopharmacology
4225|Family Psychology|Deleted|no|4225|Deleted
422501|Family Psychology|Moved to|no|422811|Family Psychology
4226|Forensic Psychology|Deleted|no|4226|Deleted
422601|Forensic Psychology|Moved to|no|422812|Forensic Psychology
4299|Psychology, Other|No substantive changes|no|4299|Psychology, Other
429999|Psychology, Other|No substantive changes|no|429999|Psychology, Other
43|SECURITY AND PROTECTIVE SERVICES|No substantive changes|yes|43|HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES
4301|Criminal Justice and Corrections|No substantive changes|no|4301|Criminal Justice and Corrections
430102|Corrections|No substantive changes|no|430102|Corrections
430103|Criminal Justice/Law Enforcement Administration|No substantive changes|yes|430103|Criminal Justice/Law Enforcement Administration
430104|Criminal Justice/Safety Studies|No substantive changes|no|430104|Criminal Justice/Safety Studies
430106|Forensic Science and Technology|No substantive changes|yes|430106|Forensic Science and Technology
430107|Criminal Justice/Police Science|No substantive changes|no|430107|Criminal Justice/Police Science
430109|Security and Loss Prevention Services|No substantive changes|no|430109|Security and Loss Prevention Services
430110|Juvenile Corrections|No substantive changes|no|430110|Juvenile Corrections
430111|Criminalistics and Criminal Science|No substantive changes|no|430111|Criminalistics and Criminal Science
430112|Securities Services Administration/Management|No substantive changes|no|430112|Securities Services Administration/Management
430113|Corrections Administration|No substantive changes|no|430113|Corrections Administration
430199|Corrections and Criminal Justice, Other|No substantive changes|no|430199|Corrections and Criminal Justice, Other
4302|Fire Protection|No substantive changes|no|4302|Fire Protection
430201|Fire Protection and Safety Technology/Technician|No substantive changes|yes|430201|Fire Prevention and Safety Technology/Technician
430202|Fire Services Administration|No substantive changes|yes|430202|Fire Services Administration
430203|Fire Science/Fire-fighting|No substantive changes|yes|430203|Fire Science/Fire-fighting
430299|Fire Protection, Other|No substantive changes|no|430299|Fire Protection, Other
4399|Security and Protective Services, Other|No substantive changes|yes|4399|Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other
439999|Security and Protective Services, Other|No substantive changes|yes|439999|Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other
44|PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS|No substantive changes|no|44|PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS
4400|Human Services, General|No substantive changes|no|4400|Human Services, General
440000|Human Services, General|No substantive changes|no|440000|Human Services, General
4402|Community Organization and Advocacy|No substantive changes|no|4402|Community Organization and Advocacy
440201|Community Organization and Advocacy|No substantive changes|no|440201|Community Organization and Advocacy
4404|Public Administration|No substantive changes|no|4404|Public Administration
440401|Public Administration|No substantive changes|no|440401|Public Administration
4405|Public Policy Analysis|No substantive changes|no|4405|Public Policy Analysis
440501|Public Policy Analysis|No substantive changes|yes|440501|Public Policy Analysis, General
4407|Social Work|No substantive changes|no|4407|Social Work
440701|Social Work|No substantive changes|no|440701|Social Work
440702|Youth Services/Administration|No substantive changes|no|440702|Youth Services/Administration
440799|Social Work, Other|No substantive changes|no|440799|Social Work, Other
4499|Public Administration and Social Service Professions, Other|No substantive changes|no|4499|Public Administration and Social Service Professions, Other
449999|Public Administration and Social Service Professions, Other|No substantive changes|no|449999|Public Administration and Social Service Professions, Other
45|SOCIAL SCIENCES|No substantive changes|no|45|SOCIAL SCIENCES
4501|Social Sciences, General|No substantive changes|no|4501|Social Sciences, General
450101|Social Sciences, General|No substantive changes|no|450101|Social Sciences, General
4502|Anthropology|No substantive changes|no|4502|Anthropology
450201|Anthropology|No substantive changes|no|450201|Anthropology
