CIPCode2010|CIPTitle2010|Action|Text change|CIPCode2020|CIPTitle2020
030299|Natural Resources Management and Policy, Other.|No substantive changes|Yes|030299|Environmental/Natural Resources Management and Policy, Other.
0303|Fishing and Fisheries Sciences and Management.|No substantive changes|No|0303|Fishing and Fisheries Sciences and Management.
030301|Fishing and Fisheries Sciences and Management.|No substantive changes|No|030301|Fishing and Fisheries Sciences and Management.
0305|Forestry.|No substantive changes|No|0305|Forestry.
030501|Forestry, General.|No substantive changes|No|030501|Forestry, General.
030502|Forest Sciences and Biology.|No substantive changes|No|030502|Forest Sciences and Biology.
030506|Forest Management/Forest Resources Management.|No substantive changes|No|030506|Forest Management/Forest Resources Management.
030508|Urban Forestry.|No substantive changes|No|030508|Urban Forestry.
030509|Wood Science and Wood Products/Pulp and Paper Technology.|No substantive changes|Yes|030509|Wood Science and Wood Products/Pulp and Paper Technology/Technician.
030510|Forest Resources Production and Management.|No substantive changes|No|030510|Forest Resources Production and Management.
030511|Forest Technology/Technician.|No substantive changes|No|030511|Forest Technology/Technician.
030599|Forestry, Other.|No substantive changes|No|030599|Forestry, Other.
0306|Wildlife and Wildlands Science and Management.|No substantive changes|No|0306|Wildlife and Wildlands Science and Management.
030601|Wildlife, Fish and Wildlands Science and Management.|No substantive changes|No|030601|Wildlife, Fish and Wildlands Science and Management.
0399|Natural Resources and Conservation, Other.|No substantive changes|No|0399|Natural Resources and Conservation, Other.
039999|Natural Resources and Conservation, Other.|No substantive changes|No|039999|Natural Resources and Conservation, Other.
04|ARCHITECTURE AND RELATED SERVICES.|No substantive changes|No|04|ARCHITECTURE AND RELATED SERVICES.
0402|Architecture.|No substantive changes|No|0402|Architecture.
040201|Architecture.|No substantive changes|No|040201|Architecture.
0403|City/Urban, Community and Regional Planning.|No substantive changes|No|0403|City/Urban, Community, and Regional Planning.
040301|City/Urban, Community and Regional Planning.|No substantive changes|No|040301|City/Urban, Community, and Regional Planning.
0404|Environmental Design.|No substantive changes|No|0404|Environmental Design.
040401|Environmental Design/Architecture.|No substantive changes|No|040401|Environmental Design/Architecture.
0405|Interior Architecture.|No substantive changes|No|0405|Interior Architecture.
040501|Interior Architecture.|No substantive changes|No|040501|Interior Architecture.
0406|Landscape Architecture.|No substantive changes|No|0406|Landscape Architecture.
040601|Landscape Architecture.|No substantive changes|No|040601|Landscape Architecture.
0408|Architectural History and Criticism.|No substantive changes|Yes|0408|Architectural History, Criticism, and Conservation.
040801|Architectural History and Criticism, General.|No substantive changes|No|040801|Architectural History and Criticism, General.
0409|Architectural Sciences and Technology.|No substantive changes|No|0409|Architectural Sciences and Technology.
040901|Architectural Technology/Technician.|No substantive changes|No|040901|Architectural Technology/Technician.
040902|Architectural and Building Sciences/Technology.|No substantive changes|No|040902|Architectural and Building Sciences/Technology.
040999|Architectural Sciences and Technology, Other.|No substantive changes|No|040999|Architectural Sciences and Technology, Other.
0410|Real Estate Development.|No substantive changes|No|0410|Real Estate Development.
041001|Real Estate Development.|No substantive changes|No|041001|Real Estate Development.
0499|Architecture and Related Services, Other.|No substantive changes|No|0499|Architecture and Related Services, Other.
049999|Architecture and Related Services, Other.|No substantive changes|No|049999|Architecture and Related Services, Other.
05|AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.|No substantive changes|No|05|AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.
0501|Area Studies.|No substantive changes|No|0501|Area Studies.
050101|African Studies.|No substantive changes|No|050101|African Studies.
050102|American/United States Studies/Civilization.|No substantive changes|No|050102|American/United States Studies/Civilization.
050103|Asian Studies/Civilization.|No substantive changes|No|050103|Asian Studies/Civilization.
050104|East Asian Studies.|No substantive changes|No|050104|East Asian Studies.
050105|Russian, Central European, East European and Eurasian Studies.|No substantive changes|No|050105|Russian, Central European, East European and Eurasian Studies.
050106|European Studies/Civilization.|No substantive changes|No|050106|European Studies/Civilization.
050107|Latin American Studies.|No substantive changes|No|050107|Latin American Studies.
050108|Near and Middle Eastern Studies.|No substantive changes|No|050108|Near and Middle Eastern Studies.
050109|Pacific Area/Pacific Rim Studies.|No substantive changes|No|050109|Pacific Area/Pacific Rim Studies.
050110|Russian Studies.|No substantive changes|No|050110|Russian Studies.
050111|Scandinavian Studies.|No substantive changes|Yes|050111|Scandinavian Studies.
050112|South Asian Studies.|No substantive changes|No|050112|South Asian Studies.
050113|Southeast Asian Studies.|No substantive changes|No|050113|Southeast Asian Studies.
050114|Western European Studies.|No substantive changes|No|050114|Western European Studies.
050115|Canadian Studies.|No substantive changes|No|050115|Canadian Studies.
050116|Balkans Studies.|No substantive changes|No|050116|Balkans Studies.
050117|Baltic Studies.|No substantive changes|No|050117|Baltic Studies.
050118|Slavic Studies.|No substantive changes|No|050118|Slavic Studies.
050119|Caribbean Studies.|No substantive changes|No|050119|Caribbean Studies.
050120|Ural-Altaic and Central Asian Studies.|No substantive changes|No|050120|Ural-Altaic and Central Asian Studies.
050121|Commonwealth Studies.|No substantive changes|No|050121|Commonwealth Studies.
050122|Regional Studies (U.S., Canadian, Foreign)|No substantive changes|Yes|050122|Regional Studies (U.S., Canadian, Foreign).
050123|Chinese Studies.|No substantive changes|No|050123|Chinese Studies.
050124|French Studies.|No substantive changes|No|050124|French Studies.
050125|German Studies.|No substantive changes|No|050125|German Studies.
050126|Italian Studies.|No substantive changes|No|050126|Italian Studies.
050127|Japanese Studies.|No substantive changes|No|050127|Japanese Studies.
050128|Korean Studies.|No substantive changes|No|050128|Korean Studies.
050129|Polish Studies.|No substantive changes|No|050129|Polish Studies.
050130|Spanish and Iberian Studies.|No substantive changes|No|050130|Spanish and Iberian Studies.
050131|Tibetan Studies.|No substantive changes|No|050131|Tibetan Studies.
050132|Ukraine Studies.|No substantive changes|No|050132|Ukraine Studies.
050133|Irish Studies.|No substantive changes|No|050133|Irish Studies.
050134|Latin American and Caribbean Studies.|No substantive changes|No|050134|Latin American and Caribbean Studies.
050199|Area Studies, Other.|No substantive changes|No|050199|Area Studies, Other.
0502|Ethnic, Cultural Minority, Gender, and Group Studies.|No substantive changes|No|0502|Ethnic, Cultural Minority, Gender, and Group Studies.
050200|Ethnic Studies.|No substantive changes|No|050200|Ethnic Studies.
050201|African-American/Black Studies.|No substantive changes|No|050201|African-American/Black Studies.
050202|American Indian/Native American Studies.|No substantive changes|No|050202|American Indian/Native American Studies.
050203|Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.|No substantive changes|No|050203|Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.
050206|Asian-American Studies.|No substantive changes|No|050206|Asian-American Studies.
050207|Women&#39;s Studies.|No substantive changes|No|050207|Women&#39;s Studies.
050208|Gay/Lesbian Studies.|No substantive changes|No|050208|Gay/Lesbian Studies.
050209|Folklore Studies.|No substantive changes|No|050209|Folklore Studies.
050210|Disability Studies.|No substantive changes|No|050210|Disability Studies.
050211|Deaf Studies.|No substantive changes|No|050211|Deaf Studies.
050299|Ethnic, Cultural Minority, Gender, and Group Studies, Other.|No substantive changes|No|050299|Ethnic, Cultural Minority, Gender, and Group Studies, Other.
09|COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.|No substantive changes|No|09|COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.
0901|Communication and Media Studies.|No substantive changes|No|0901|Communication and Media Studies.
090100|Communication, General.|No substantive changes|No|090100|Communication, General.
090101|Speech Communication and Rhetoric.|No substantive changes|No|090101|Speech Communication and Rhetoric.
090102|Mass Communication/Media Studies.|No substantive changes|No|090102|Mass Communication/Media Studies.
090199|Communication and Media Studies, Other.|No substantive changes|No|090199|Communication and Media Studies, Other.
0904|Journalism.|No substantive changes|No|0904|Journalism.
090401|Journalism.|No substantive changes|No|090401|Journalism.
090402|Broadcast Journalism.|No substantive changes|No|090402|Broadcast Journalism.
090404|Photojournalism.|No substantive changes|No|090404|Photojournalism.
090499|Journalism, Other.|No substantive changes|No|090499|Journalism, Other.
0907|Radio, Television, and Digital Communication.|No substantive changes|No|0907|Radio, Television, and Digital Communication.
090701|Radio and Television.|No substantive changes|No|090701|Radio and Television.
090702|Digital Communication and Media/Multimedia.|No substantive changes|No|090702|Digital Communication and Media/Multimedia.
090799|Radio, Television, and Digital Communication, Other.|No substantive changes|No|090799|Radio, Television, and Digital Communication, Other.
0909|Public Relations, Advertising, and Applied Communication.|No substantive changes|No|0909|Public Relations, Advertising, and Applied Communication.
090900|Public Relations, Advertising, and Applied Communication.|No substantive changes|No|090900|Public Relations, Advertising, and Applied Communication.
090901|Organizational Communication, General.|No substantive changes|No|090901|Organizational Communication, General.
090902|Public Relations/Image Management.|No substantive changes|No|090902|Public Relations/Image Management.
090903|Advertising.|No substantive changes|No|090903|Advertising.
090904|Political Communication.|No substantive changes|No|090904|Political Communication.
090905|Health Communication.|No substantive changes|No|090905|Health Communication.
090906|Sports Communication.|No substantive changes|No|090906|Sports Communication.
090907|International and Intercultural Communication.|No substantive changes|No|090907|International and Intercultural Communication.
090908|Technical and Scientific Communication.|No substantive changes|No|090908|Technical and Scientific Communication.
090999|Public Relations, Advertising, and Applied Communication, Other|No substantive changes|No|090999|Public Relations, Advertising, and Applied Communication, Other.
0910|Publishing.|No substantive changes|No|0910|Publishing.
091001|Publishing.|No substantive changes|No|091001|Publishing.
0999|Communication, Journalism, and Related Programs, Other.|No substantive changes|No|0999|Communication, Journalism, and Related Programs, Other.
099999|Communication, Journalism, and Related Programs, Other.|No substantive changes|No|099999|Communication, Journalism, and Related Programs, Other.
10|COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.|No substantive changes|No|10|COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.
1001|Communications Technology/Technician.|No substantive changes|Yes|1001|Communications Technologies/Technicians.
100105|Communications Technology/Technician.|No substantive changes|No|100105|Communications Technology/Technician.
1002|Audiovisual Communications Technologies/Technicians.|No substantive changes|Yes|1002|Audiovisual Communications Technologies/Technicians.
100201|Photographic and Film/Video Technology/Technician and Assistant.|No substantive changes|Yes|100201|Photographic and Film/Video Technology/Technician.
100202|Radio and Television Broadcasting Technology/Technician.|No substantive changes|Yes|100202|Radio and Television Broadcasting Technology/Technician.
100203|Recording Arts Technology/Technician.|No substantive changes|Yes|100203|Recording Arts Technology/Technician.
100299|Audiovisual Communications Technologies/Technicians, Other.|No substantive changes|Yes|100299|Audiovisual Communications Technologies/Technicians, Other.
1003|Graphic Communications.|No substantive changes|No|1003|Graphic Communications.
100301|Graphic Communications, General.|No substantive changes|No|100301|Graphic Communications, General.
100302|Printing Management.|No substantive changes|No|100302|Printing Management.
100303|Prepress/Desktop Publishing and Digital Imaging Design.|No substantive changes|No|100303|Prepress/Desktop Publishing and Digital Imaging Design.
100304|Animation, Interactive Technology, Video Graphics and Special Effects.|No substantive changes|No|100304|Animation, Interactive Technology, Video Graphics, and Special Effects.
100305|Graphic and Printing Equipment Operator, General Production.|No substantive changes|No|100305|Graphic and Printing Equipment Operator, General Production.
100306|Platemaker/Imager.|No substantive changes|No|100306|Platemaker/Imager.
100307|Printing Press Operator.|No substantive changes|No|100307|Printing Press Operator.
100308|Computer Typography and Composition Equipment Operator.|No substantive changes|No|100308|Computer Typography and Composition Equipment Operator.
100399|Graphic Communications, Other.|No substantive changes|No|100399|Graphic Communications, Other.
1099|Communications Technologies/Technicians and Support Services, Other.|No substantive changes|No|1099|Communications Technologies/Technicians and Support Services, Other.
109999|Communications Technologies/Technicians and Support Services, Other.|No substantive changes|No|109999|Communications Technologies/Technicians and Support Services, Other.
11|COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.|No substantive changes|No|11|COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.
1101|Computer and Information Sciences, General.|No substantive changes|No|1101|Computer and Information Sciences, General.
110101|Computer and Information Sciences, General.|No substantive changes|No|110101|Computer and Information Sciences, General.
110102|Artificial Intelligence.|No substantive changes|No|110102|Artificial Intelligence.
110103|Information Technology.|No substantive changes|No|110103|Information Technology.
110104|Informatics.|No substantive changes|No|110104|Informatics.
110199|Computer and Information Sciences,  Other.|No substantive changes|No|110199|Computer and Information Sciences,  Other.
1102|Computer Programming.|No substantive changes|No|1102|Computer Programming.
110201|Computer Programming/Programmer, General.|No substantive changes|No|110201|Computer Programming/Programmer, General.
110202|Computer Programming, Specific Applications.|No substantive changes|No|110202|Computer Programming, Specific Applications.
110203|Computer Programming, Vendor/Product Certification.|No substantive changes|No|110203|Computer Programming, Vendor/Product Certification.
110299|Computer Programming, Other.|No substantive changes|No|110299|Computer Programming, Other.
1103|Data Processing.|No substantive changes|No|1103|Data Processing.
110301|Data Processing and Data Processing Technology/Technician.|No substantive changes|No|110301|Data Processing and Data Processing Technology/Technician.
1104|Information Science/Studies.|No substantive changes|No|1104|Information Science/Studies.
110401|Information Science/Studies.|No substantive changes|No|110401|Information Science/Studies.
1105|Computer Systems Analysis.|No substantive changes|No|1105|Computer Systems Analysis.
110501|Computer Systems Analysis/Analyst.|No substantive changes|No|110501|Computer Systems Analysis/Analyst.
1106|Data Entry/Microcomputer Applications.|No substantive changes|No|1106|Data Entry/Microcomputer Applications.
110601|Data Entry/Microcomputer Applications, General.|No substantive changes|No|110601|Data Entry/Microcomputer Applications, General.
110602|Word Processing.|No substantive changes|No|110602|Word Processing.
110699|Data Entry/Microcomputer Applications, Other.|No substantive changes|No|110699|Data Entry/Microcomputer Applications, Other.
1107|Computer Science.|No substantive changes|No|1107|Computer Science.
110701|Computer Science.|No substantive changes|No|110701|Computer Science.
1108|Computer Software and Media Applications.|No substantive changes|No|1108|Computer Software and Media Applications.
110801|Web Page, Digital/Multimedia and Information Resources Design.|No substantive changes|Yes|110801|Web Page, Digital/Multimedia and Information Resources Design.
110802|Data Modeling/Warehousing and Database Administration.|No substantive changes|No|110802|Data Modeling/Warehousing and Database Administration.
110803|Computer Graphics.|No substantive changes|No|110803|Computer Graphics.
110804|Modeling, Virtual Environments and Simulation.|No substantive changes|No|110804|Modeling, Virtual Environments and Simulation.
110899|Computer Software and Media Applications, Other.|No substantive changes|No|110899|Computer Software and Media Applications, Other.
1109|Computer Systems Networking and Telecommunications.|No substantive changes|No|1109|Computer Systems Networking and Telecommunications.
110901|Computer Systems Networking and Telecommunications.|No substantive changes|No|110901|Computer Systems Networking and Telecommunications.
1110|Computer/Information Technology Administration and Management.|No substantive changes|No|1110|Computer/Information Technology Administration and Management.
111001|Network and System Administration/Administrator.|No substantive changes|No|111001|Network and System Administration/Administrator.
111002|System, Networking, and LAN/WAN Management/Manager.|No substantive changes|No|111002|System, Networking, and LAN/WAN Management/Manager.
111003|Computer and Information Systems Security/Information Assurance.|No substantive changes|Yes|111003|Computer and Information Systems Security/Auditing/Information Assurance.
111004|Web/Multimedia Management and Webmaster.|No substantive changes|No|111004|Web/Multimedia Management and Webmaster.
111005|Information Technology Project Management.|No substantive changes|No|111005|Information Technology Project Management.
111006|Computer Support Specialist.|No substantive changes|No|111006|Computer Support Specialist.
111099|Computer/Information Technology Services Administration and Management, Other.|No substantive changes|No|111099|Computer/Information Technology Services Administration and Management, Other.
1199|Computer and Information Sciences and Support Services, Other.|No substantive changes|No|1199|Computer and Information Sciences and Support Services, Other.
119999|Computer and Information Sciences and Support Services, Other.|No substantive changes|No|119999|Computer and Information Sciences and Support Services, Other.
12|PERSONAL AND CULINARY SERVICES.|No substantive changes|Yes|12|CULINARY, ENTERTAINMENT, AND PERSONAL SERVICES.
1203|Funeral Service and Mortuary Science.|No substantive changes|No|1203|Funeral Service and Mortuary Science.
120301|Funeral Service and Mortuary Science, General.|No substantive changes|No|120301|Funeral Service and Mortuary Science, General.
120302|Funeral Direction/Service.|No substantive changes|No|120302|Funeral Direction/Service.
120303|Mortuary Science and Embalming/Embalmer.|No substantive changes|No|120303|Mortuary Science and Embalming/Embalmer.
120399|Funeral Service and Mortuary Science, Other.|No substantive changes|No|120399|Funeral Service and Mortuary Science, Other.
1204|Cosmetology and Related Personal Grooming Services.|No substantive changes|No|1204|Cosmetology and Related Personal Grooming Services.
120401|Cosmetology/Cosmetologist, General.|No substantive changes|No|120401|Cosmetology/Cosmetologist, General.
120402|Barbering/Barber.|No substantive changes|No|120402|Barbering/Barber.
120404|Electrolysis/Electrology and Electrolysis Technician.|No substantive changes|No|120404|Electrolysis/Electrology and Electrolysis Technician.
120406|Make-Up Artist/Specialist.|No substantive changes|No|120406|Make-Up Artist/Specialist.
120407|Hair Styling/Stylist and Hair Design.|No substantive changes|No|120407|Hair Styling/Stylist and Hair Design.
120408|Facial Treatment Specialist/Facialist.|No substantive changes|No|120408|Facial Treatment Specialist/Facialist.
120409|Aesthetician/Esthetician and Skin Care Specialist.|No substantive changes|No|120409|Aesthetician/Esthetician and Skin Care Specialist.
120410|Nail Technician/Specialist and Manicurist.|No substantive changes|No|120410|Nail Technician/Specialist and Manicurist.
120411|Permanent Cosmetics/Makeup and Tattooing.|No substantive changes|No|120411|Permanent Cosmetics/Makeup and Tattooing.
120412|Salon/Beauty Salon Management/Manager.|No substantive changes|No|120412|Salon/Beauty Salon Management/Manager.
120413|Cosmetology, Barber/Styling, and Nail Instructor.|No substantive changes|No|120413|Cosmetology, Barber/Styling, and Nail Instructor.
120414|Master Aesthetician/Esthetician.|No substantive changes|No|120414|Master Aesthetician/Esthetician.
120499|Cosmetology and Related Personal Grooming Arts, Other.|No substantive changes|No|120499|Cosmetology and Related Personal Grooming Arts, Other.
1205|Culinary Arts and Related Services.|No substantive changes|No|1205|Culinary Arts and Related Services.
120500|Cooking and Related Culinary Arts, General.|No substantive changes|No|120500|Cooking and Related Culinary Arts, General.
120501|Baking and Pastry Arts/Baker/Pastry Chef.|No substantive changes|No|120501|Baking and Pastry Arts/Baker/Pastry Chef.
120502|Bartending/Bartender.|No substantive changes|No|120502|Bartending/Bartender.
120503|Culinary Arts/Chef Training.|No substantive changes|No|120503|Culinary Arts/Chef Training.
120504|Restaurant, Culinary, and Catering Management/Manager.|No substantive changes|No|120504|Restaurant, Culinary, and Catering Management/Manager.
120505|Food Preparation/Professional Cooking/Kitchen Assistant.|No substantive changes|No|120505|Food Preparation/Professional Cooking/Kitchen Assistant.
120506|Meat Cutting/Meat Cutter.|No substantive changes|No|120506|Meat Cutting/Meat Cutter.
120507|Food Service, Waiter/Waitress, and Dining Room Management/Manager.|No substantive changes|No|120507|Food Service, Waiter/Waitress, and Dining Room Management/Manager.
120508|Institutional Food Workers.|No substantive changes|No|120508|Institutional Food Workers.
120509|Culinary Science/Culinology.|No substantive changes|No|120509|Culinary Science/Culinology.
120510|Wine Steward/Sommelier.|No substantive changes|No|120510|Wine Steward/Sommelier.
120599|Culinary Arts and Related Services, Other.|No substantive changes|No|120599|Culinary Arts and Related Services, Other.
1299|Personal and Culinary Services, Other.|No substantive changes|Yes|1299|Culinary, Entertainment, and Personal Services, Other.
129999|Personal and Culinary Services, Other.|No substantive changes|Yes|129999|Culinary, Entertainment, and Personal Services, Other.
13|EDUCATION.|No substantive changes|No|13|EDUCATION.
1301|Education, General.|No substantive changes|No|1301|Education, General.
130101|Education, General.|No substantive changes|No|130101|Education, General.
1302|Bilingual, Multilingual, and Multicultural Education.|No substantive changes|No|1302|Bilingual, Multilingual, and Multicultural Education.
130201|Bilingual and Multilingual Education.|No substantive changes|No|130201|Bilingual and Multilingual Education.
130202|Multicultural Education.|No substantive changes|No|130202|Multicultural Education.
130203|Indian/Native American Education.|No substantive changes|No|130203|Indian/Native American Education.
130299|Bilingual, Multilingual, and Multicultural Education, Other.|No substantive changes|No|130299|Bilingual, Multilingual, and Multicultural Education, Other.
1303|Curriculum and Instruction.|No substantive changes|No|1303|Curriculum and Instruction.
130301|Curriculum and Instruction.|No substantive changes|No|130301|Curriculum and Instruction.
1304|Educational Administration and Supervision.|No substantive changes|No|1304|Educational Administration and Supervision.
130401|Educational Leadership and Administration, General.|No substantive changes|No|130401|Educational Leadership and Administration, General.
130402|Administration of Special Education.|No substantive changes|No|130402|Administration of Special Education.
130403|Adult and Continuing Education Administration.|No substantive changes|No|130403|Adult and Continuing Education Administration.
130404|Educational, Instructional, and Curriculum Supervision.|No substantive changes|No|130404|Educational, Instructional, and Curriculum Supervision.
130406|Higher Education/Higher Education Administration.|No substantive changes|No|130406|Higher Education/Higher Education Administration.
130407|Community College Education.|No substantive changes|Yes|130407|Community College Administration.
130408|Elementary and Middle School Administration/Principalship.|No substantive changes|No|130408|Elementary and Middle School Administration/Principalship.
130409|Secondary School Administration/Principalship.|No substantive changes|No|130409|Secondary School Administration/Principalship.
130410|Urban Education and Leadership.|No substantive changes|No|130410|Urban Education and Leadership.
130411|Superintendency and Educational System Administration.|No substantive changes|No|130411|Superintendency and Educational System Administration.
130499|Educational Administration and Supervision, Other.|No substantive changes|No|130499|Educational Administration and Supervision, Other.
1305|Educational/Instructional Media Design.|No substantive changes|No|1305|Educational/Instructional Media Design.
130501|Educational/Instructional Technology.|No substantive changes|No|130501|Educational/Instructional Technology.
1306|Educational Assessment, Evaluation, and Research.|No substantive changes|No|1306|Educational Assessment, Evaluation, and Research.
130601|Educational Evaluation and Research.|No substantive changes|No|130601|Educational Evaluation and Research.
130603|Educational Statistics and Research Methods.|No substantive changes|No|130603|Educational Statistics and Research Methods.
130604|Educational Assessment, Testing, and Measurement.|No substantive changes|No|130604|Educational Assessment, Testing, and Measurement.
130607|Learning Sciences.|No substantive changes|No|130607|Learning Sciences.
130699|Educational Assessment, Evaluation, and Research, Other.|No substantive changes|No|130699|Educational Assessment, Evaluation, and Research, Other.
1307|International and Comparative Education.|No substantive changes|No|1307|International and Comparative Education.
130701|International and Comparative Education.|No substantive changes|No|130701|International and Comparative Education.
1309|Social and Philosophical Foundations of Education.|No substantive changes|No|1309|Social and Philosophical Foundations of Education.
130901|Social and Philosophical Foundations of Education.|No substantive changes|No|130901|Social and Philosophical Foundations of Education.
1310|Special Education and Teaching.|No substantive changes|No|1310|Special Education and Teaching.
131001|Special Education and Teaching, General.|No substantive changes|Yes|131001|Special Education and Teaching, General.
131003|Education/Teaching of Individuals with Hearing Impairments Including Deafness.|No substantive changes|No|131003|Education/Teaching of Individuals with Hearing Impairments Including Deafness.
131004|Education/Teaching of the Gifted and Talented.|No substantive changes|No|131004|Education/Teaching of the Gifted and Talented.
131005|Education/Teaching of Individuals with Emotional Disturbances.|No substantive changes|Yes|131005|Education/Teaching of Individuals with Emotional Disturbances.
131006|Education/Teaching of Individuals with Mental Retardation.|No substantive changes|Yes|131006|Education/Teaching of Individuals with Intellectual Disabilities.
131007|Education/Teaching of Individuals with Multiple Disabilities.|No substantive changes|No|131007|Education/Teaching of Individuals with Multiple Disabilities.
131008|Education/Teaching of Individuals with Orthopedic and Other Physical Health Impairments.|No substantive changes|No|131008|Education/Teaching of Individuals with Orthopedic and Other Physical Health Impairments.
131009|Education/Teaching of Individuals with Vision Impairments Including Blindness.|No substantive changes|No|131009|Education/Teaching of Individuals with Vision Impairments Including Blindness.
131011|Education/Teaching of Individuals with Specific Learning Disabilities.|No substantive changes|No|131011|Education/Teaching of Individuals with Specific Learning Disabilities.
131012|Education/Teaching of Individuals with Speech or Language Impairments.|No substantive changes|No|131012|Education/Teaching of Individuals with Speech or Language Impairments.
131013|Education/Teaching of Individuals with Autism.|No substantive changes|No|131013|Education/Teaching of Individuals with Autism.
131014|Education/Teaching of Individuals Who are Developmentally Delayed.|No substantive changes|No|131014|Education/Teaching of Individuals Who are Developmentally Delayed.
131015|Education/Teaching of Individuals in Early Childhood Special Education Programs.|No substantive changes|No|131015|Education/Teaching of Individuals in Early Childhood Special Education Programs.
131016|Education/Teaching of Individuals with Traumatic Brain Injuries.|No substantive changes|No|131016|Education/Teaching of Individuals with Traumatic Brain Injuries.
131017|Education/Teaching of Individuals in Elementary Special Education Programs.|No substantive changes|No|131017|Education/Teaching of Individuals in Elementary Special Education Programs.
131018|Education/Teaching of Individuals in Junior High/Middle School Special Education Programs.|No substantive changes|No|131018|Education/Teaching of Individuals in Junior High/Middle School Special Education Programs.
131019|Education/Teaching of Individuals in Secondary Special Education Programs.|No substantive changes|No|131019|Education/Teaching of Individuals in Secondary Special Education Programs.
131099|Special Education and Teaching, Other.|No substantive changes|No|131099|Special Education and Teaching, Other.
1311|Student Counseling and Personnel Services.|No substantive changes|No|1311|Student Counseling and Personnel Services.
131101|Counselor Education/School Counseling and Guidance Services.|No substantive changes|No|131101|Counselor Education/School Counseling and Guidance Services.
131102|College Student Counseling and Personnel Services.|No substantive changes|No|131102|College Student Counseling and Personnel Services.
131199|Student Counseling and Personnel Services, Other.|No substantive changes|No|131199|Student Counseling and Personnel Services, Other.
1312|Teacher Education and Professional Development, Specific Levels and Methods.|No substantive changes|No|1312|Teacher Education and Professional Development, Specific Levels and Methods.
131201|Adult and Continuing Education and Teaching.|No substantive changes|No|131201|Adult and Continuing Education and Teaching.
131202|Elementary Education and Teaching.|No substantive changes|No|131202|Elementary Education and Teaching.
131203|Junior High/Intermediate/Middle School Education and Teaching.|No substantive changes|No|131203|Junior High/Intermediate/Middle School Education and Teaching.
131205|Secondary Education and Teaching.|No substantive changes|No|131205|Secondary Education and Teaching.
131206|Teacher Education, Multiple Levels.|No substantive changes|No|131206|Teacher Education, Multiple Levels.
131207|Montessori Teacher Education.|No substantive changes|No|131207|Montessori Teacher Education.
131208|Waldorf/Steiner Teacher Education.|No substantive changes|No|131208|Waldorf/Steiner Teacher Education.
131209|Kindergarten/Preschool Education and Teaching.|No substantive changes|No|131209|Kindergarten/Preschool Education and Teaching.
131210|Early Childhood Education and Teaching.|No substantive changes|No|131210|Early Childhood Education and Teaching.
131299|Teacher Education and Professional Development, Specific Levels and Methods, Other.|No substantive changes|No|131299|Teacher Education and Professional Development, Specific Levels and Methods, Other.
1313|Teacher Education and Professional Development, Specific Subject Areas.|No substantive changes|No|1313|Teacher Education and Professional Development, Specific Subject Areas.
131301|Agricultural Teacher Education.|No substantive changes|No|131301|Agricultural Teacher Education.
131302|Art Teacher Education.|No substantive changes|No|131302|Art Teacher Education.
131303|Business Teacher Education.|No substantive changes|Yes|131303|Business and Innovation/Entrepreneurship Teacher Education.
131304|Driver and Safety Teacher Education.|No substantive changes|No|131304|Driver and Safety Teacher Education.
131305|English/Language Arts Teacher Education.|No substantive changes|No|131305|English/Language Arts Teacher Education.
131306|Foreign Language Teacher  Education.|No substantive changes|No|131306|Foreign Language Teacher  Education.
131307|Health Teacher Education.|No substantive changes|No|131307|Health Teacher Education.
131308|Family and Consumer Sciences/Home Economics Teacher Education.|No substantive changes|No|131308|Family and Consumer Sciences/Home Economics Teacher Education.
131309|Technology Teacher Education/Industrial Arts Teacher Education.|No substantive changes|No|131309|Technology Teacher Education/Industrial Arts Teacher Education.
131310|Sales and Marketing Operations/Marketing and Distribution   Teacher Education.|No substantive changes|No|131310|Sales and Marketing Operations/Marketing and Distribution   Teacher Education.
131311|Mathematics Teacher Education.|No substantive changes|No|131311|Mathematics Teacher Education.
131312|Music Teacher Education.|No substantive changes|No|131312|Music Teacher Education.
131314|Physical Education Teaching and Coaching.|No substantive changes|No|131314|Physical Education Teaching and Coaching.
131315|Reading Teacher Education.|No substantive changes|No|131315|Reading Teacher Education.
131316|Science Teacher Education/General Science Teacher Education.|No substantive changes|No|131316|Science Teacher Education/General Science Teacher Education.
131317|Social Science Teacher Education.|No substantive changes|No|131317|Social Science Teacher Education.
131318|Social Studies Teacher Education.|No substantive changes|No|131318|Social Studies Teacher Education.
131319|Technical Teacher Education.|No substantive changes|No|131319|Technical Teacher Education.
131320|Trade and Industrial Teacher Education.|No substantive changes|No|131320|Trade and Industrial Teacher Education.
131321|Computer Teacher Education.|No substantive changes|No|131321|Computer Teacher Education.
